NUMBER,Genus,SPECIES$,SUBSPECIES$,MORPHOTYPE$,HERBARIUM$,COLLECTOR$,COLNUMBER,COUNTRY$,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMDIAMETER,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,PEDBRACT,PEDUNCLEWID,RACHILLLEN,RACHILLWID,NORACHILLAE,STAMEN,FRUITLEN,FRUITDIAM,STEMS,RACHIS,CIRRUS,CIRRUSABAX,INTERS,FILIFORM,PINNABASE,SPINULES,INFLOS,PEDUNCBRACT,TOMENTUM,STAMENNO,FRUITSURF,FRCOROLLA,SPLITTING,ENDOCARPS
125,Desmoncus,polyacanthos,,ulei,NY,Pires,47538,Brazil,3.43,3.71,51.57,-51.95,,,1.65,4,,6.6,,19.5,1.7,,5.1,,,12,,,,,2,1,1,2,2,1,1,2,2,,,,,,
559,Desmoncus,polyacanthos,,ulei,US,Pires,2602,Brazil,7.2,-7.33,47.2,-47.33,,,1.08,1,37,5.3,11,9.5,1.8,,2,,,9,,,,,2,1,1,2,2,1,1,2,,,,,,,
750,Desmoncus,polyacanthos,,ulei,INPA,Plowman,12572,Brazil,3.29,-3.48,65,-65,,2.5,0.68,3,33,3,6,11.5,2,,2.5,,,9,,14.5,9.6,,2,1,1,2,2,1,1,2,,,,2,1,1,1
105,Desmoncus,polyacanthos,,ulei,NY,Poncy,249,French Guian,4.19,4.31,52.17,-52.13,,,0.96,2,75.5,3.9,7,15,2.5,,,,,13,,16.3,12.9,,2,1,1,2,2,1,1,2,2,2,,2,1,1,1
149,Desmoncus,polyacanthos,,ulei,NY,Prance,29626,Brazil,0.5,0.83,63.17,-63.28,150,,1.14,4,77,4.2,6,18.7,2.4,18,3.7,7,1,13,,15.4,12.4,,2,1,1,2,2,1,1,2,,,,2,1,1,1
154,Desmoncus,polyacanthos,,ulei,NY,Prance,10067,Brazil,2.44,2.73,63.34,-63.56,,,1.15,6.5,,,,16,4,28.5,3,,,,,,,,2,,,,2,1,1,2,2,,,,,,
157,Desmoncus,polyacanthos,,ulei,NY,Prance,29511,Brazil,0.49,0.81,63.2,-63.33,,,0.63,6.5,,3.5,5,16.8,3.9,,,,,,,13.6,11.5,,2,1,1,2,2,1,1,,,,,2,1,1,1
97,Desmoncus,polyacanthos,,ulei,NY,Prévost,2729,French Guian,5.2,5.33,53,-53,,,0.66,13.5,,1.8,5,3.3,0.3,,2.7,,,12,,,,,2,1,1,2,2,1,1,2,,2,,,,,
746,Desmoncus,polyacanthos,,ulei,INPA,Rabelo,88,Brazil,3,-3,60.05,-60.08,,,1.17,3.5,,6.4,,,,,2.6,,,13,,,,,2,1,1,2,2,1,1,2,,,,,,,
128,Desmoncus,polyacanthos,,ulei,NY,Ratter,5735,Brazil,3.22,3.36,61.25,-61.41,,3,1.35,2,40.5,4.6,6,11,2.6,21.5,2.4,5,0.9,10,,,,,2,1,1,2,2,1,1,2,2,,,,,,
318,Desmoncus,polyacanthos,,ulei,NY,Redden,5943,Guyana,6.14,6.23,60.25,-60.41,,,,1,,,,,,27.5,3.1,5.4,,19,,,,,2,,,,2,1,1,2,2,,,,,,
811,Desmoncus,polyacanthos,,ulei,MG,Rocha,688,Brazil,0.36,-0.6,47.22,-47.36,,,1.4,2.5,,,,,,32.5,2.4,12,0.6,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
812,Desmoncus,polyacanthos,,ulei,MG,Rocha,725,Brazil,0.46,-0.76,47.27,-47.45,,,0.91,,35,,,,,,,,,,,,,,2,1,1,2,2,1,1,,2,,,,,,
126,Desmoncus,polyacanthos,,ulei,NY,Rosa,665,Brazil,5.5,-5.83,43.5,-43.83,,,1.48,1.7,,,,,,,3.8,,,17,,,,,2,1,1,2,2,1,1,2,2,,,,,,
139,Desmoncus,polyacanthos,,ulei,NY,Rusby,98,Venezuela,8.34,8.57,61.39,-61.65,,,1.63,2.5,,4.9,,,,,3.7,,,11,,14.9,11.4,,2,1,1,2,2,1,1,2,,,,2,1,1,1
754,Desmoncus,polyacanthos,,ulei,CEN,Scariot,617,Brazil,2.25,-2.41,59.43,-59.71,,,0.81,4.5,,,,13.5,3.3,,3.1,,,14,,12.1,11.3,,2,,,,2,1,1,2,,,,2,1,1,1
107,Desmoncus,polyacanthos,,ulei,NY,Smith,2127,Guyana,5.07,5.11,58.49,-58.81,,,1.33,7.5,65,3.7,6,20,4.5,,,,,11,,14.2,10.07,,2,1,1,2,2,1,1,2,,,,2,1,1,1
231,Desmoncus,polyacanthos,,ulei,NY,Smith,1392,Peru,12.5,-12.83,69.2,-69.33,,3,1.27,6.5,,,,,,,,,,,,14.6,10.7,,2,1,1,2,2,1,1,2,,,,2,1,1,1
237,Desmoncus,polyacanthos,,ulei,NY,Smith,13959,Bolivia,15.09,-15.15,67.31,-67.51,255,,0.9,4,,,,11.5,1.8,,,,,,,16.4,11.4,,2,,,,2,1,1,,,,,2,1,1,1
741,Desmoncus,polyacanthos,,ulei,INPA,Sothers,337,Brazil,2.53,-2.88,59.58,-59.96,,,,4.5,,3.7,,,,,1.8,,,5,,,,,2,1,1,2,2,1,1,2,,,,,,,
608,Desmoncus,polyacanthos,,ulei,MO,Souza,266,Brazil,3.12,-3.2,52.12,-52.2,,3,1.54,4,,,,22.3,3.8,,2.7,,,14,,,,,2,,,,2,1,1,2,,,,,,,
131,Desmoncus,polyacanthos,,ulei,NY,Souza,1032,Brazil,,,,,,,1.38,,,,,,,,,,,,,14,9.5,,2,1,1,2,2,1,1,2,,,,,,,
604,Desmoncus,polyacanthos,,ulei,MO,Steyermark,122127,Venezuela,5.32,5.54,67.23,-67.39,60,,1.16,,,,,11.7,2.5,,1.9,,,13,,,,,2,1,1,2,2,1,1,2,,,,,,,
143,Desmoncus,polyacanthos,,ulei,NY,Steyermark,87273,Venezuela,7.58,7.96,60.1,-60.16,,,1.64,1.7,,6.9,,,,34,,10.5,1.3,18,,,,,2,,,,2,1,1,2,2,2,,,,,
167,Desmoncus,polyacanthos,,ulei,NY,Steyermark,122179,Venezuela,5.35,5.58,67.15,-67.25,250,,1.25,1,,5.4,,13,3,,,,,14,,,,,2,1,1,2,2,1,1,2,,,,,,,
316,Desmoncus,polyacanthos,,ulei,NY,Strudwick,5013,Brazil,2.12,-2.2,51.04,-51.06,,,1.45,1.5,,7.9,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
651,Desmoncus,polyacanthos,,ulei,MG,Ule,5388,Brazil,3.06,-3.1,60.01,-60.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Desmoncus,polyacanthos,,ulei,NY,Vargas,2102,Bolivia,15.3,-15.5,67.25,-67.41,550,2,0.77,6.7,79,3.8,5,13,2.6,,3.2,,,11,,23.3,13.7,,2,1,1,2,2,1,1,2,,,,2,1,1,1
740,Desmoncus,polyacanthos,,ulei,INPA,Vicentini,620,Brazil,2.53,-2.88,59.58,-59.96,,,1.03,9,,3.1,,20,4.2,,2.6,,,8,,15.8,13.3,,2,1,1,2,2,1,1,2,,,,2,1,1,1
790,Desmoncus,polyacanthos,,ulei,INPA,Vieira,1233,Brazil,2.47,-2.78,60.48,-60.8,,,1.61,3,,7.2,,,,32,3.3,6,1.4,20,,,,2,2,1,1,2,2,1,1,2,2,2,,,,,
717,Desmoncus,polyacanthos,,ulei,AAU,Vormisto,612,Peru,6.58,-6.96,75.06,-75.1,250,,1.37,1.5,,,,14.3,1.6,,,,,,,17,12,,2,1,1,2,2,1,1,2,,,,2,1,1,1
739,Desmoncus,polyacanthos,,ulei,INPA,Webber,1155,Brazil,2.3,-2.5,60,-60,,,1.1,4.7,45,2.8,7,13,2,,2.3,,,8,,13.7,12.5,,2,1,1,2,2,1,1,2,,,,2,1,1,1
89,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,575,Surinam,5,5,57.17,-57.28,,,0.88,3.2,75,4.4,7,12,2.6,,,5.5,0.7,10,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
90,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,970,Surinam,3.06,3.1,54.31,-54.53,,6,2.69,1.5,,,,,,32,12.4,,,20,,14.6,9.6,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
91,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,619,Surinam,4.55,4.93,55.13,-55.21,,6,0.92,4,,4.1,7,18.5,2.2,,,,,12,,,,,2,1,1,2,2,1,1,2,,,,,,,
92,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,174,Surinam,5.27,5.45,55.05,-55.08,,,1.04,3,76,4,8,12,1.5,22,3.2,,,,6,,,,2,1,1,2,2,1,1,2,2,2,1,,,,
93,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,193,Surinam,5.1,5.16,54.2,-54.34,,,1.14,3,,3.2,11,,,,,,,,6,,,,2,1,1,2,2,1,1,2,2,,1,,,,
94,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,1037,Surinam,3.06,3.1,54.31,-54.53,,10,1.54,2.3,,6.2,,,,,,,,14,,,,,2,1,1,2,2,1,1,2,,,,,,,
95,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,1322,Surinam,3.21,3.35,55.27,-55.45,50,5,1.81,2,,,11,19,1.8,,,,,16,,17,12.7,,2,,,,2,1,1,2,2,,,2,1,1,1
119,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,1625,Trinidad,10.37,10.63,61.1,-61.16,,12,2.1,1.3,,7.1,8,13.7,3.2,,,,,,,,,,2,,,,2,1,1,,2,,,,,,
120,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,1649,Trinidad,10.33,10.55,61.13,-61.21,,,0.77,2,,4,7,9.5,2.5,,,6,0.9,13,,,,,2,,,,2,1,1,2,2,,,,,,
121,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,1647,Trinidad,10.33,10.55,61.13,-61.21,50,,1.68,2,,7.3,12,,,26.5,,10.5,1,18,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
163,Desmoncus,polyacanthos,,ulei,NY,Wessels Boer,2082,Venezuela,8.05,8.08,61.5,-61.83,75,8,1.8,1,85,7.3,10,15,2.3,28,6.1,8,1.3,11,,,,,2,,1,,2,1,1,2,2,,,,,,
486,Desmoncus,polyacanthos,,ulei,F,Williams,6661,Peru,6.3,-6.5,76.21,-76.36,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
629,Desmoncus,prunifer,,,MO,Croat,18115,Peru,5.13,-5.21,75.4,-75.66,,,0.67,5.4,46.5,2.8,8,12.5,2.4,18,2.9,5.5,1.9,11,,,,,2,1,1,2,2,1,2,2,2,2,,,,,
275,Desmoncus,prunifer,,,NY,Killip,28045,Peru,5.54,-5.9,76.05,-76.08,135,,0.82,2.2,,3.6,,10,2.3,,,,,13,,,,,2,1,1,2,2,1,2,2,,,,,,,
497,Desmoncus,prunifer,,,F,Williams,785,Peru,,,,,,,,,,,,,,,2.3,5.2,1.5,7,,,,,2,,,,2,1,2,2,2,2,,,,,
246,Desmoncus,prunifer?,,,NY,Galeano,2113,Colombia,4.13,-4.21,69.56,-69.93,180,,0.62,5,82,2.2,13,10.5,1.4,,2.6,,,9,,16,11.8,,2,,,,2,1,2,2,2,,,2,1,1,1
832,Desmoncus,pumilus,,,COAH,Arbeláez,652,Colombia,1.05,-1.08,71.1,-71.16,,,0.47,1,14.5,2.3,4,12,0.7,14,1.6,3.5,1.1,3,,11.6,6.6,,2,1,1,2,2,1,1,1,3,,,1,1,1,2
285,Desmoncus,pumilus,,,NY,Calderón,2709,Brazil,7.44,-7.73,61.08,-61.13,,,0.53,0.5,23.5,4.4,10,6.5,0.8,22.5,1.3,6,0.7,4,7,8.2,5,,2,1,1,2,2,1,1,1,3,2,1,1,1,1,2
801,Desmoncus,pumilus,,,INPA,Carvalho,2149,Brazil,7.26,-7.436,61.02,-61.044,92,,0.58,0.8,12.5,2.3,6,7.3,0.7,,1,2.5,0.6,2,,,,,2,1,1,2,2,1,1,1,3,2,,,,,
796,Desmoncus,pumilus,,,INPA,Chagas,3853,Brazil,3,-3,60,-60,,,0.54,1.7,19.5,1.9,4,11.5,1.8,16.5,1.3,,,3,,10.4,8.5,,2,1,1,2,2,1,1,1,,,,1,1,1,2
729,Desmoncus,pumilus,,,INPA,Cid,10996,Brazil,2,-2,60,-60,,,0.62,0.6,22.5,3.7,15,6,0.4,,,,0.9,5,,,,,2,1,1,2,2,1,1,1,3,2,,,,,
284,Desmoncus,pumilus,,,NY,dos Santos,757,Brazil,0,0,60.45,-60.75,,,0.57,1,34.5,2.6,12,4.3,0.5,,1.1,2.5,0.8,5,,8.6,7,,2,1,1,2,2,1,1,1,3,2,,1,1,1,2
802,Desmoncus,pumilus,,,INPA,Espinelli,406,Brazil,6.01,-6.01,61.25,-61.43,57,3,0.39,2,21.6,2,4,12.8,0.5,14.7,0.8,3.2,0.5,4,,,,,2,1,1,2,2,1,1,1,3,2,,,,,
797,Desmoncus,pumilus,,,INPA,Madison,361,Brazil,0.3,-0.5,66.3,-66.5,,5,0.41,8,16.7,2.7,2,18.7,2.2,,1,,,4,,,,,2,1,1,2,2,1,1,1,,,,,,,
772,Desmoncus,pumilus,,,INPA,Rabelo,87,Brazil,1.3,-1.5,59.5,-59.84,,,0.32,0.8,36,2,10,6,0.3,,,,,,,11.3,6.6,,2,1,1,2,2,1,1,1,,,,1,1,1,2
728,Desmoncus,pumilus,,,INPA,Rodrigues,9790,Brazil,1.59,-1.98,60.01,-60.01,,,0.56,1.5,23.3,2.5,13,7.5,0.4,,0.8,4,0.6,5,,,,,2,1,1,2,2,1,1,1,3,2,,,,,
650,Desmoncus,pumilus,,,GH,Trail,1086,Brazil,0.15,-0.25,64.05,-64.08,,,0.72,1,10,,4,7.3,0.7,,,,0.8,5,,,,,2,1,1,2,2,1,1,1,3,,,,,,
287,Desmoncus,pumilus,,,NY,Wessels Boer,2377,Venezuela,1.29,1.48,66.54,-66.91,,,0.65,2,42.5,2.6,3,9.5,1.4,14,1.1,2.5,0.9,4,,,,,2,1,1,2,2,1,1,1,3,2,,,,,
288,Desmoncus,setosus,,,NY,Amaral,368,Brazil,1.51,-1.85,65.37,-65.61,,,0.91,1,,,,17,0.6,,,7,0.9,14,,,,,2,1,1,2,2,1,1,2,,,,,,,
833,Desmoncus,setosus,,,COAH,Cárdenas,4642,Colombia,2.55,-2.91,69.5,-69.83,,4,0.47,2.5,14,,6,13.7,0.4,14.5,0.9,5.5,1.2,4,,12.8,6.1,,2,1,1,2,2,1,1,2,2,,,1,1,1,1
730,Desmoncus,setosus,,,INPA,Coêlho,688,Brazil,3.45,-3.75,61.3,-61.5,,,1.1,1,30.5,4.1,11,10,0.3,,1.9,4.5,1.7,10,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
282,Desmoncus,setosus,,,NY,Henderson,1588,Brazil,3.45,-3.75,63.4,-63.66,,15,0.86,1,46,2.7,10,19.5,0.3,20.5,1.5,7,0.8,15,,,,2,2,1,1,2,2,1,1,2,2,,,,,,
283,Desmoncus,setosus,,,NY,Henderson,178,Brazil,3.3,-3.5,60,-60,,2,0.56,4,67,2.5,8,12,1.3,,1.4,4.5,0.5,4,,,,,2,1,1,2,2,1,1,2,2,,,,,,
731,Desmoncus,setosus,,,INPA,Kinupp,1410,Brazil,3.15,-3.25,60.3,-60.5,,,0.5,4,31.5,2.2,7,9.5,0.7,,,,,,,11.2,8.5,,2,1,1,2,2,1,1,,,,,1,1,1,1
281,Desmoncus,setosus,,,NY,Mori,22378,Brazil,3.23,-3.38,60.16,-60.26,,,0.6,1.7,66,2.7,8,14,1.3,,1.6,,,9,,11.8,8,2,2,1,1,2,2,1,1,2,2,,,1,1,1,1
23,Desmoncus,setosus,,,BH,Pires,222,Brazil,3,-3,62.3,-62.5,,,0.75,1,27.5,3.3,9,5.5,0.8,18.5,1.5,2.8,0.8,6,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
732,Desmoncus,setosus,?,,INPA,Coêlho,2078,Brazil,3.09,-3.15,59.58,-59.96,,,0.65,2,51,2.7,7,,,23,1.6,5.8,0.6,9,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
666,Desmoncus,stans,,,INB,Aguilar,2672,Costa Rica,8.32,8.53,83.28,-83.46,700,1.2,0.7,11,25,2.7,5,17,3.6,15,1.7,3,1.7,1,,,,,1,1,,,1,1,2,5,8,,,,,,
387,Desmoncus,stans,,,MO,Aguilar,286,Costa Rica,8.42,8.7,83.31,-83.51,100,1,0.52,8,15,1.8,4,11.5,2.9,12.5,1.8,3,1.4,1,,,,,1,1,,,1,1,2,5,8,,,,,,
290,Desmoncus,stans,,,NY,de Nevers,7760,Costa Rica,8.41,8.68,83.32,-83.53,250,2.25,0.59,10.7,22,2.5,5,10.7,3.8,,,2.5,,1,,,,2,1,1,,,1,1,2,5,8,,,,,,
389,Desmoncus,stans,,,MO,Gentry,78784,Costa Rica,8.42,8.7,83.33,-83.55,300,0.5,0.74,12.5,22,2.3,4,19,4,,2,,,1,,,,,1,1,,,1,1,2,5,8,,,1,1,1,1
665,Desmoncus,stans,,,INB,Hammel,19136,Costa Rica,8.4,8.66,83.32,-83.53,300,1.5,,6.5,24.5,1.7,6,12.5,2.3,14,1.6,3,2,1,,12.8,9.5,,1,1,,,1,1,2,5,8,,,1,1,1,1
291,Desmoncus,stans,,,NY,Henderson,1811,Costa Rica,8.42,8.7,83.33,-83.55,250,1,0.69,8,23.5,2.8,5,17,4,,,,,,,,,2,1,1,,,1,1,2,,,2,,,,,
386,Desmoncus,stans,,,MO,Herrera,4596,Costa Rica,8.44,8.73,83.32,-83.53,400,1.6,0.86,10.5,20,2.3,4,14.5,4.3,12.3,2.5,1.8,1.4,1,,13.7,10.9,,1,1,,,1,1,2,5,8,,,1,1,1,1
664,Desmoncus,stans,,,INB,Marín,194,Costa Rica,8.34,8.56,83.34,-83.56,300,1,0.67,5.5,,,,10,2.4,15.5,2.1,,,1,,,,,1,1,,,1,1,2,5,8,,,,,,
762,Desmoncus,stans,,,MO,Mayfield,,Costa Rica,8.309,8.516,83.243,-83.406,,,,,,1.9,,,,,,,,,,,,,1,1,,,1,1,2,,,,,,,,
385,Desmoncus,stans,,,MO,Mora,626,Costa Rica,8.31,8.51,83.26,-83.43,400,1.5,0.69,8.5,19.5,2.3,4,14,3.5,,,,,,,,,,1,1,,,1,1,2,,,,,,,,
388,Desmoncus,stans,,,MO,Quesada,801,Costa Rica,8.46,8.76,83.15,-83.25,100,1,0.99,8.5,28,3.3,6,16,4.3,18,2.7,,,1,6,13.5,11.1,,1,1,,,1,1,2,5,8,,1,1,1,1,1
478,Desmoncus,stans,,,F,Vargas,1564,Costa Rica,8.44,8.73,83.36,-83.6,210,1.3,0.62,6,17,2.5,5,11,2.4,13.7,,1.9,1.4,1,,13.3,10.4,,1,1,,,1,1,2,5,8,,,1,1,1,1
834,Desmoncus,vacivus,,,COAH,Arias,1187,Colombia,4.04,-4.06,69.56,-69.93,,,0.51,2,29,2.2,5,10.7,2,,,,,,,19.1,11.4,,2,1,1,2,2,1,2,2,5,,,3,1,1,1
654,Desmoncus,vacivus,,,S,Asplund,14047,Peru,3.43,-3.71,73.12,-73.2,,,0.59,2.5,27.5,2.4,5,11.7,2.6,,2.1,5.6,1.7,6,,,,,2,1,1,2,2,1,2,2,5,2,,,,,
655,Desmoncus,vacivus,,,S,Asplund,14247,Peru,3.43,-3.71,73.12,-73.2,,,0.72,3,24,2.9,6,10.7,3.1,,3.1,5,1.4,6,,,,,2,1,1,2,2,1,2,2,5,2,,,,,
689,Desmoncus,vacivus,,,AAU,Balslev,6843,Peru,4.23,-4.38,73.33,-73.55,140,10,0.62,7.5,32,3,5,15.7,3.7,,2.1,,,5,,20.4,12.5,,2,1,1,2,2,1,2,2,,,,3,1,1,1
690,Desmoncus,vacivus,,,AAU,Balslev,6925,Peru,3.48,-3.8,74.03,-74.05,112,,0.73,3.4,25,3,5,11.5,4.3,,1.6,,,5,,,,,2,1,1,2,2,1,2,2,,,,,,,
429,Desmoncus,vacivus,,,MO,Croat,19584,Peru,4,-4,73.08,-73.14,,,0.75,4,,3.6,,11,2,,2.2,3.5,1.8,7,,,,,2,1,1,2,2,1,2,2,,,,,,,
433,Desmoncus,vacivus,,,MO,Croat,19176,Peru,3.59,-3.98,73.1,-73.16,,,0.76,4.7,,4.1,4,16,3.6,,2.5,,,,,,,,2,1,1,2,2,1,2,2,5,,,,,,
434,Desmoncus,vacivus,,,MO,Croat,18767,Peru,3.51,-3.85,73.24,-73.4,,1.5,0.7,,31,,,13.5,3,,,,,5,,,,,2,1,1,2,2,1,2,2,5,,,,,,
437,Desmoncus,vacivus,,,MO,Croat,18439,Peru,3.04,-3.06,73.45,-73.75,,,0.65,5.7,,3.4,,,,,,,,,,,,,2,1,1,2,2,1,2,,,,,3,1,1,1
439,Desmoncus,vacivus,,,MO,Croat,20039,Peru,3.45,-3.75,73.1,-73.16,,,0.68,6,,,,14.4,3.3,,,6.6,1.7,5,,19.8,13.7,,2,1,1,2,2,1,2,2,5,2,,3,1,1,1
430,Desmoncus,vacivus,,,MO,Gentry,20734,Peru,3.5,-3.83,73.16,-73.26,140,,0.51,4,,3.4,,10.5,2.7,,1.5,5,1.6,5,,,,,2,1,1,2,2,1,2,2,5,,,,,,
431,Desmoncus,vacivus,,,MO,Gentry,31736,Peru,3.5,-3.83,73.3,-73.5,140,,0.64,6.6,31.5,2.3,4,17,3.4,,2.1,,,,,,,,2,1,1,2,2,1,2,2,,,,,,,
426,Desmoncus,vacivus,,,MO,Grandez,1069,Peru,3.45,-3.75,75.15,-75.25,220,,0.78,11.5,,2.5,,14,4.7,,2.4,,,,,23.9,13.7,,2,,,,2,1,2,2,,,,3,1,1,1
185,Desmoncus,vacivus,,,NY,Grández,2336,Peru,3.2,-3.33,71.05,-71.08,125,,0.93,5,,2.4,,16,3.2,,,,,5,,20.4,12.7,,2,,,,2,1,2,2,,,,3,1,1,1
188,Desmoncus,vacivus,,,NY,Henderson,875,Brazil,4.3,-4.5,71.22,-71.36,,10,0.49,7,29,2.5,4,12.5,3.2,16.5,3,,,,,21.9,14.4,2,2,1,1,2,2,1,2,2,5,,,3,1,1,1
836,Desmoncus,vacivus,,,COAH,La Rotta,137,Colombia,0.38,-0.63,72.18,-72.3,,3.5,0.78,,,,,,,,,,,6,,22.3,14.8,,2,1,1,2,2,1,2,2,,,,3,1,1,1
837,Desmoncus,vacivus,,,COAH,Marín,1983,Colombia,1.25,1.41,75.3,-75.5,550,,0.79,3.5,,,,11,2.5,,2.1,6,1,4,,,,,2,,,,2,1,2,2,,,,,,,
427,Desmoncus,vacivus,,,MO,McDaniel,21624,Peru,3.49,-3.82,73.19,-73.32,,,0.84,6.5,35,3.1,5,14.5,4,,2,,,,,,,,2,1,1,2,2,1,2,2,,,,3,1,1,1
835,Desmoncus,vacivus,,,COAH,Miraña,8,Colombia,0.35,-0.58,72.2,-72.33,,3,0.61,3,,,,11.5,2.5,,2.3,,,4,,22.5,15.3,,2,,,,2,1,2,2,,,,3,1,1,1
646,Desmoncus,vacivus,,,BH,Moore,8432,Peru,3.49,-3.82,73.19,-73.32,,,0.61,4.7,35.5,2.7,6,12.4,2.6,18,1.4,,,4,,,,2,2,1,1,2,2,1,2,2,5,,,,,,
647,Desmoncus,vacivus,,,BH,Moore,8449,Peru,3.49,-3.82,73.19,-73.32,,,0.93,7.5,43,4,6,17.7,3.7,24.5,1.9,6.8,1.4,5,,,,2,2,1,1,2,2,1,2,2,5,,,,,,
25,Desmoncus,vacivus,,,MICH,Murray,1550,Peru,3.49,-3.81,73.16,-73.26,,3.5,0.52,2.5,28,3.1,6,12.5,2.8,,1.7,,,,,21.5,13.5,,2,1,1,2,2,1,2,2,5,,,3,1,1,1
424,Desmoncus,vacivus,,,MO,Pipoly,15001,Peru,3.55,-3.91,73.35,-73.58,130,,0.73,4,25.5,1.8,5,13.5,2.4,,1.8,,,,,,,,2,1,1,2,2,1,2,2,,,,3,1,1,1
187,Desmoncus,vacivus,,,NY,Prance,23993,Brazil,4.31,-4.52,71.33,-71.56,,,0.66,6,36.5,3.1,,13.2,3.6,,,,,,,20.5,14.7,,2,,,,2,1,2,2,,,,3,1,1,1
186,Desmoncus,vacivus,,,NY,Revilla,957,Peru,3.2,-3.33,71.49,-71.81,,,0.65,5,28.5,3.2,4,15.7,3.4,,,,,,6,21.8,11.8,,2,1,1,2,2,1,2,2,5,,1,3,1,1,1
322,Desmoncus,vacivus,,,NY,Revilla,1568,Peru,,,,,,,0.65,4,,2.6,6,15.5,3,,1.5,5.3,1.2,6,,,,,2,1,1,2,2,1,2,2,5,,,,,,
27,Desmoncus,vacivus,,,BH,Schultes,3941,Colombia,1.2,-1.33,72.5,-72.83,180,,0.53,3.5,,2.2,,9.7,2.5,,1.7,,,5,,18.4,14.5,,2,1,1,2,2,1,2,2,,,,3,1,1,1
435,Desmoncus,vacivus,,,MO,Solomon,3444,Peru,3.5,-3.83,73.16,-73.26,,,0.77,1.5,26.5,2.2,5,13.5,3.7,,2.2,,,,,23.7,14.5,,2,1,1,2,2,1,2,2,,,,3,1,1,1
838,Desmoncus,vacivus,,,COAH,Trujillo,1706,Colombia,1.25,1.41,75.3,-75.5,300,,0.7,3.8,,,,,,,,,,,,18.9,11,,2,,,,2,1,2,2,,,,3,1,1,1
421,Desmoncus,vacivus,,,MO,Vásquez ,5662,Peru,4.13,-4.22,73.27,-73.45,,,0.73,,,,5,,,,2.9,3.5,1.3,5,,,,,2,1,1,2,2,1,2,2,,,,,,,
422,Desmoncus,vacivus,,,MO,Vásquez ,9170,Peru,4.1,-4.16,73.2,-73.33,120,,0.5,7.5,35.5,2.8,5,13.7,3,,2,,,6,,20,13.5,,2,1,1,2,2,1,2,2,,,,3,1,1,1
423,Desmoncus,vacivus,,,MO,Vásquez ,13529,Peru,3.48,-3.8,73.25,-73.41,122,,0.73,6,34.5,3.1,,15,3.4,,2.2,5.6,2.3,9,,,,,2,,,,2,1,2,2,5,,,,,,
428,Desmoncus,vacivus,,,MO,Vásquez ,16319,Peru,4.1,-4.16,73.3,-73.5,165,,0.7,6.8,35,2.7,6,,2.8,,2,,,,,,,,2,1,1,2,2,1,2,2,,,,3,1,1,1
432,Desmoncus,vacivus,,,MO,Vásquez ,18203,Peru,4.1,-4.16,73.3,-73.5,150,,0.46,5,,2.3,3,10.5,3.3,,1,,,,,,,,2,1,1,2,2,1,2,,,,,,,,
436,Desmoncus,vacivus,,,MO,Vásquez ,13823,Peru,4,-4,73.25,-73.43,,,0.79,4,27.5,3.4,5,15.3,3.7,16,2.2,4.2,1.5,5,,,,,2,1,1,2,2,1,2,2,5,,,,,,
438,Desmoncus,vacivus,,,MO,Vásquez ,6544,Peru,4.1,-4.16,73.3,-73.5,150,,0.4,4.7,22.5,2.2,5,8,2.2,,,,,,,22,13.2,,2,1,1,2,2,1,2,2,,,,3,1,1,1
197,Desmoncus,vacivus,,,NY,Vásquez ,3119,Peru,2.55,-2.91,76.25,-76.41,180,,0.85,2.7,46,5,7,14.5,2.5,,,,,,,,,,2,1,1,2,2,1,2,2,,,,3,1,1,1
199,Desmoncus,vacivus,,,NY,Vásquez ,2956,Peru,3.5,-3.83,73.35,-73.58,130,,0.63,1.8,23.5,2.8,,7,1.6,,,,,,,18.6,11.1,,2,1,1,2,2,1,2,2,,,,3,,,
