Number,Genus,Species,Subspecies,Collector,Collnumber,Herbarium,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemhe,Stemdi,Shpele,Rachle,Rachwi,Nodivi,Asymme,Bapiwi,Bapimi,Differ,Basang,Apiang,Appile,Pedlen,Prople,Pedble,Peduwi,Distan,Norlla,Rllale,Rllawi,Pitwid,Pitlen,Dispit,Stapit,Fruidi,Fruile,Leafno,Stemfo,Pitcoll,Petiol,Pedtom,Filifo,Inflor,Pbscar,Prophy,Pbract,Pbsurf,Pbfold,Rachil,Rlltom,Upplip,Stasep,Flapdist,Flap,Inflobud,Flowerbud,Openfls,Immfrs,Matfrs,Oldinflo,Racpro,Lobes,Proxpin,Leaf,Fruitcolor,Lgstemhe,Lgstemdi,Lgshpele,Lgrachle,Lgrachwi,Squnodivi,Lgasymme,Lgbasang,Lgapiang,Lgappile,Lgpedlen,Lgprople,Lgpedble,Lgpeduwi,Lgdistan,Squnorlla,Lgrllale,Lgrllawi,Lgdispit,Lgfruidi,Lgfruile,Lgflapdist,Rachillacolo
555,Calyptrogyne,costatifrons,costatifrons,Hammel,843,mo,panama,9.15,9.25,78.55,-78.92,400,,3,,,,,,,,,,,,,,,4.1,0.8,1,20.8,5.1,2.5,2,2.2,1,,,,0,1,1,1,1,1,1,,0,,,0,0,0,,,,,,,jan,,,0,0,0,1,brown,,0.477121255,,,,,,,,,,,,0.612783857,-0.096910013,1,1.318063335,0.707570176,0.342422681,,,,
538,Calyptrogyne,costatifrons,costatifrons,Croat,14139,mo,panama,9.2,9.33,79.47,-79.78,,1.5,,,,,,,,,,,,,,,,4.2,1.1,1,28.9,4.9,2.5,2.2,2.9,2,,,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,apr,,0,0,0,1,,0.176091259,,,,,,,,,,,,,0.62324929,0.041392685,1,1.460897843,0.69019608,0.462397998,,,,0
539,Calyptrogyne,costatifrons,costatifrons,Croat,15321,mo,panama,9.2,9.33,79.47,-79.78,,1.5,,,,,,,,,,,,,,,,3.6,2,1,30,5.6,2.7,2.5,3.2,0,,,,0,1,1,1,0,1,1,,0,1,1,0,0,0,0,,,,jul,,,,,0,0,0,1,,0.176091259,,,,,,,,,,,,,0.556302501,0.301029996,1,1.477121255,0.748188027,0.505149978,,,,
358,Calyptrogyne,costatifrons,costatifrons,Knapp,1392,mo,panama,9.15,9.25,78.5,-78.83,300,,,,39,4.1,6,1,1.3,1.9,0.6,35,19,33,,,,3,0.7,1,17,5.2,2.5,2.3,3.2,2,8.7,14.2,,0,1,1,1,0,1,1,,0,,,0,0,0,,10.7,1,,,,,sep,,0,0,0,1,black,,,,1.591064607,0.612783857,2.449489743,0,1.544068044,1.278753601,1.51851394,,,,0.477121255,-0.15490196,1,1.230448921,0.716003344,0.505149978,0.939519253,1.152288344,1.029383778,0
359,Calyptrogyne,costatifrons,costatifrons,Sytsma,964,mo,panama,9.16,9.27,78.58,-78.97,300,,,,,,,,,,,,20,25.5,,,,4.6,1,1,,,,,,,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,,sep,,,,,1,,,,,,,,,,1.301029996,1.40654018,,,,0.662757832,0,1,,,,,,,
360,Calyptrogyne,costatifrons,costatifrons,Croat,34328,mo,panama,9.2,9.33,79.4,-79.66,380,,,,,,,,,,,,,,,,,3.6,1.5,1,31.5,5.3,2.5,3,3,1,,,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,apr,,,,,0,1,,,,,,,,,,,,,,,0.556302501,0.176091259,1,1.498310554,0.72427587,0.477121255,,,,0
365,Calyptrogyne,costatifrons,costatifrons,McPherson,6845,mo,panama,9.15,9.25,79,-79,450,,,,55,8.6,3,11,2.5,3,0.5,31,17,41,89,,,5.1,0.7,1,23.7,5.1,2,1.5,3.5,1,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,18.1,1,,,,mar,,,0,0,0,1,,,,,1.740362689,0.934498451,1.732050808,1.041392685,1.491361694,1.230448921,1.612783857,1.949390007,,,0.707570176,-0.15490196,1,1.374748346,0.707570176,0.544068044,,,1.257678575,0
336,Calyptrogyne,costatifrons,costatifrons,de Nevers,6938,mo,panama,9.2,9.33,79.08,-79.13,450,0.9,,,,3.6,,2.5,7.2,6.9,-0.3,27,,,82.5,29.5,,3.7,1.5,1,22.5,4.2,2.6,2.2,5.1,2,10,15.7,23,0,1,1,1,,1,1,0,0,,,0,0,0,,,,,,,,feb,,,0,0,1,brown,-0.045757491,,,,0.556302501,,0.397940009,1.431363764,,,1.916453949,1.469822016,,0.568201724,0.176091259,1,1.352182518,0.62324929,0.707570176,1,1.195899652,,
266,Calyptrogyne,costatifrons,costatifrons,DArcy,12309,bh,panama,9.13,9.22,79.05,-79.08,500,,,,59,5.3,11,1.7,1.4,1.6,0.2,24,14,29.5,,,,5,1.1,1,26.7,5.9,2.6,2.3,5,2,9.1,16.5,,0,1,1,1,0,1,1,,0,,,0,0,0,,24.5,1,,,,,oct,,0,0,0,1,,,,,1.770852012,0.72427587,3.31662479,0.230448921,1.380211242,1.146128036,1.469822016,,,,0.698970004,0.041392685,1,1.426511261,0.770852012,0.698970004,0.959041392,1.217483944,1.389166084,
550,Calyptrogyne,costatifrons,costatifrons,Hammel,4442,mo,panama,,,,,100,,,,,,,,,,,,,,,,,3.8,3.9,1,36,4.8,1.9,2.2,3.5,0,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,aug,,aug,,,0,0,0,1,,,,,,,,,,,,,,,0.579783597,0.591064607,1,1.556302501,0.681241237,0.544068044,,,,
549,Calyptrogyne,costatifrons,costatifrons,DArcy,9693,mo,panama,9.3,9.5,79.35,-79.58,,,,,,,,,,,,,,,,,,2.8,1.3,1,34.5,4,2,2.1,4,1,,,,,1,,1,0,1,1,,0,,,0,0,0,,,,,,,nov,,,,,,1,,,,,,,,,,,,,,,0.447158031,0.113943352,1,1.537819095,0.602059991,0.602059991,,,,
552,Calyptrogyne,costatifrons,costatifrons,Croat,26129,mo,panama,9.18,9.3,79.37,-79.62,225,,,,,6.6,,,,,,,,,,,,4,1.1,1,22,4.9,2.7,2,3,2,9.8,14.2,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,aug,,0,0,0,1,,,,,,0.819543936,,,,,,,,,0.602059991,0.041392685,1,1.342422681,0.69019608,0.477121255,0.991226076,1.152288344,,0
548,Calyptrogyne,costatifrons,costatifrons,Hammel,2684,mo,panama,,,,,166,,,,,7.2,3,0.8,,,,,,,,,,3.6,1.4,1,31,4.3,2.8,2.2,3.1,1,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,apr,,,0,0,0,1,,,,,,0.857332496,1.732050808,-0.096910013,,,,,,,0.556302501,0.146128036,1,1.491361694,0.633468456,0.491361694,,,,
535,Calyptrogyne,costatifrons,costatifrons,Mori,2789,mo,panama,9.2,9.33,79.47,-79.78,,1.5,,,,6.6,,,,,,70,,,,,,,,,,,,,,,10.4,14.4,,0,1,1,1,,1,1,0,0,,,0,0,0,,,,,,,,oct,,0,0,0,1,,0.176091259,,,,0.819543936,,,1.84509804,,,,,,,,,,,,1.017033339,1.158362492,,0
534,Calyptrogyne,costatifrons,costatifrons,Hammel,3677,mo,panama,9.29,9.33,79.47,-79.78,,,,,65.5,5.8,6,0.4,,,,,25,,,,,,1.9,1,27.4,5.6,2.9,2.2,2.6,2,9.7,17.3,,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,,jun,,0,0,0,1,,,,,1.8162413,0.763427994,2.449489743,-0.397940009,,1.397940009,,,,,,0.278753601,1,1.437750563,0.748188027,0.414973348,0.986771734,1.238046103,,
551,Calyptrogyne,costatifrons,costatifrons,Duke,11983,mo,panama,9.12,9.2,79.1,-79.17,450,,,,,,,,,,,,,,,,,5,1.2,1,27,4.8,2.2,1.9,3.5,1,8.7,16,,,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,jun,,0,0,0,1,,,,,,,,,,,,,,,0.698970004,0.079181246,1,1.431363764,0.681241237,0.544068044,0.939519253,1.204119983,,
356,Calyptrogyne,costatifrons,costatifrons,Croat,76567,mo,panama,9.2,9.33,79,-79,350,,,,,,,,,,,,20,44,,,,4.8,1,1,39.5,7,3,3,4,2,10.2,17.1,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,,jul,,,0,0,1,black,,,,,,,,,1.301029996,1.643452676,,,,0.681241237,0,1,1.596597096,0.84509804,0.602059991,1.008600172,1.23299611,,
355,Calyptrogyne,costatifrons,costatifrons,Croat,33668,mo,panama,9.33,9.55,79.39,-79.65,100,,,,,8.4,,0,,,,21,23,46.5,86.5,,,3.7,1.5,1,30,4.6,2.4,2.5,4.5,,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,,,mar,,0,0,1,,,,,,0.924279286,,,1.322219295,1.361727836,1.667452953,1.937016107,,,0.568201724,0.176091259,1,1.477121255,0.662757832,0.653212514,,,,0
540,Calyptrogyne,costatifrons,costatifrons,Kennedy,2754,mo,panama,9.2,9.33,79.47,-79.78,,,4,,,5.8,,2.6,,,,,,,,,,2.6,2.6,1,27.8,5,2,2.4,4,1,,,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,mar,,,0,0,0,1,,,0.602059991,,,0.763427994,,0.414973348,,,,,,,0.414973348,0.414973348,1,1.444044796,0.698970004,0.602059991,,,,0
541,Calyptrogyne,costatifrons,costatifrons,Gomez Pompa,3418,mo,panama,9.1,9.17,79.27,-79.45,,,,,,,,,,,,,,,,,,4.1,1.1,1,25.5,6,3,1.8,3.2,0,,,,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,feb,,,,0,0,0,1,,,,,,,,,,,,,,,0.612783857,0.041392685,1,1.40654018,0.77815125,0.505149978,,,,
554,Calyptrogyne,costatifrons,costatifrons,Knudsen,610,mo,panama,9.19,9.32,78.55,-78.92,,3,3,,,,,,,,,,,,,,,,,1,,4.4,,,,,,,14,0,1,1,1,,1,1,,0,,,0,0,0,,,,,oct,,,,,0,0,0,1,,0.477121255,0.477121255,,,,,,,,,,,,,,1,,0.643452676,,,,,
553,Calyptrogyne,costatifrons,costatifrons,Antonio,3810,mo,panama,,,,,733,,,,,,,,,,,,,,,,,4.1,1.5,1,25.5,5.7,2,3.1,4,2,,,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,mar,,,0,0,0,1,,,,,,,,,,,,,,,0.612783857,0.176091259,1,1.40654018,0.755874856,0.602059991,,,,
262,Calyptrogyne,costatifrons,costatifrons,Knudsen,601,pma,panama,9.19,9.32,78.55,-78.92,,4,2.5,,,,,,8.5,6.7,-1.8,21,16,35,,,,4.5,1,1,29,6.1,2.3,2.2,2.7,0,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,18,1,,,oct,,oct,,0,0,0,1,,0.602059991,0.397940009,,,,,,1.322219295,1.204119983,1.544068044,,,,0.653212514,0,1,1.462397998,0.785329835,0.431363764,,,1.255272505,0
345,Calyptrogyne,costatifrons,costatifrons,Folsom,5762,mo,panama,9.19,9.32,78.55,-78.92,,3,,,39,4.2,3,0.5,1.8,2,0.2,31,14,30,,,,3.5,0.9,1,22.5,5.3,2.4,1.5,3.5,,9.8,14.1,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,,oct,,0,0,0,1,black,0.477121255,,,1.591064607,0.62324929,1.732050808,-0.301029996,1.491361694,1.146128036,1.477121255,,,,0.544068044,-0.045757491,1,1.352182518,0.72427587,0.544068044,0.991226076,1.149219113,,0
348,Calyptrogyne,costatifrons,costatifrons,de Nevers,6128,mo,panama,9.19,9.32,78.55,-78.92,350,0.43,2.5,,,4.3,,1.5,4.6,4.8,0.2,30,26,22,59,35,29.3,3.9,1.5,1,21.6,5.2,2.7,2,3,0,,,16,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,,,nov,,nov,,,,,0,0,1,,-0.366531544,0.397940009,,,0.633468456,,0.176091259,1.477121255,1.414973348,1.342422681,1.770852012,1.544068044,1.46686762,0.591064607,0.176091259,1,1.334453751,0.716003344,0.477121255,,,,
349,Calyptrogyne,costatifrons,costatifrons,Churchill,4187,mo,panama,9.15,9.25,78.57,-78.95,200,3,,,,,,,,,,,,,100,,,4.3,1.7,1,25,3.9,2,2,3.7,1,,,,0,1,,1,,1,1,0,0,,,0,0,0,,,,,,,jan,,,,,,,brown,0.477121255,,,,,,,,,,2,,,0.633468456,0.230448921,1,1.397940009,0.591064607,0.568201724,,,,0
350,Calyptrogyne,costatifrons,costatifrons,Knapp,5920,mo,panama,9.14,9.23,79,-79,450,,,,41,5.3,,,,,,25,25,27,,,,3.9,1.4,1,19.5,5.7,2.5,2.5,3,2,,,,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,jul,,,,0,0,1,,,,,1.612783857,0.72427587,,,1.397940009,1.397940009,1.431363764,,,,0.591064607,0.146128036,1,1.290034611,0.755874856,0.477121255,,,,0
351,Calyptrogyne,costatifrons,costatifrons,Moore,10186,mo,panama,9.19,9.32,78.55,-78.92,200,,,,39,4.7,,,,,,40,,,46.5,37.5,,4,0.8,1,23,5.5,2.5,2.2,4.5,1,,,,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,nov,,,,0,0,1,,,,,1.591064607,0.672097858,,,1.602059991,,,1.667452953,1.574031268,,0.602059991,-0.096910013,1,1.361727836,0.740362689,0.653212514,,,,0
352,Calyptrogyne,costatifrons,costatifrons,Witherspoon,8314,mo,panama,9.18,9.3,79.46,-79.77,,,,,,,,,,,,,,,,,,3.8,1,1,28,5.5,2,2,3.5,2,10.3,15.9,,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,sep,,,0,0,1,brown,,,,,,,,,,,,,,0.579783597,0,1,1.447158031,0.740362689,0.544068044,1.012837225,1.201397124,,
353,Calyptrogyne,costatifrons,costatifrons,de Nevers,7969,mo,panama,9.23,9.38,78.48,-78.8,200,2.5,,,,7.5,,6.5,,,,,,,65.5,,29.5,3.8,1,1,,,,,,,,,,0,1,1,1,1,1,1,,0,,,0,0,0,,,,,,,,jun,,,0,0,1,,0.397940009,,,,0.875061263,,0.812913357,,,,1.8162413,,1.469822016,0.579783597,0,1,,,,,,,0
354,Calyptrogyne,costatifrons,costatifrons,Gentry,6551,mo,panama,9.18,9.3,79.46,-79.77,400,,,,43.5,4.3,,,,,,,,,,,,3.3,2.6,1,24.5,5.2,2.2,2.2,3.5,1,,,,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,dec,,,0,0,0,,,,,,1.638489257,0.633468456,,,,,,,,,0.51851394,0.414973348,1,1.389166084,0.716003344,0.544068044,,,,
30,Calyptrogyne,costatifrons,costatifrons,de Nevers,4461,ny,panama,9.19,9.32,78.55,-78.92,200,3,,55,90,7.9,8,6.6,2.3,2,-0.3,27,20,39.5,109.5,36,31.5,6.4,1.5,1,32.7,6.4,2.3,1.5,2.2,0,8.3,12,,0,1,1,1,0,1,1,0,0,1,1,0,0,0,,,,jan,jan,,,jan,,0,0,0,1,black,0.477121255,,1.740362689,1.954242509,0.897627091,2.828427125,0.819543936,1.431363764,1.301029996,1.596597096,2.039414119,1.556302501,1.498310554,0.806179974,0.176091259,1,1.514547753,0.806179974,0.342422681,0.919078092,1.079181246,,0
29,Calyptrogyne,costatifrons,costatifrons,de Nevers,6165,ny,panama,9.19,9.32,78.55,-78.92,225,3.05,,63.5,73.5,7.2,13,0.9,3.9,4,0.1,37,15,39.5,79.5,54,38,5.6,1.3,1,30.5,6.1,,,,,,,19,0,1,1,1,1,1,1,0,0,1,1,0,0,0,,35,1,nov,,,,,,0,0,0,1,,0.484299839,,1.802773725,1.866287339,0.857332496,3.605551275,-0.045757491,1.568201724,1.176091259,1.596597096,1.900367129,1.73239376,1.579783597,0.748188027,0.113943352,1,1.484299839,0.785329835,,,,1.544068044,
221,Calyptrogyne,costatifrons,costatifrons,Sytsma,1727,cas,panama,9.16,9.27,78.58,-78.97,300,3,,,44.5,7.2,3,7.5,5.5,5.6,0.1,28,20,38,,,,4.5,1.4,1,27,5.9,2.7,2.5,4,1,,,,0,1,1,1,,1,1,,0,,,0,0,0,,13.5,1,,,,oct,,,0,0,0,1,brown,0.477121255,,,1.648360011,0.857332496,1.732050808,0.875061263,1.447158031,1.301029996,1.579783597,,,,0.653212514,0.146128036,1,1.431363764,0.770852012,0.602059991,,,1.130333768,0
524,Calyptrogyne,costatifrons,costatifrons,Hamilton,2928,mo,panama,9.2,9.33,79,-79,350,1.5,,,27,4.5,2,0.4,,,,22,19,,,,,4,1.4,1,24.3,5.4,2.6,1.3,4,1,,,,0,1,1,1,0,1,1,0,0,,,0,0,0,,5.7,1,,,,feb,,,0,0,0,1,brown,0.176091259,,,1.431363764,0.653212514,1.414213562,-0.397940009,1.342422681,1.278753601,,,,,0.602059991,0.146128036,1,1.385606274,0.73239376,0.602059991,,,0.755874856,0
374,Calyptrogyne,costatifrons,costatifrons,Antonio,3317,mo,panama,9.19,9.32,78.55,-78.92,330,,,,66,7.7,,0.5,3.5,3.5,0,30,20,,,,,5.4,1.3,1,,4.9,2.5,2,3.5,1,,,,0,1,1,1,1,1,1,,0,,,0,0,0,,,,,,,jan,,,0,0,0,1,brown,,,,1.819543936,0.886490725,,-0.301029996,1.477121255,1.301029996,,,,,0.73239376,0.113943352,1,,0.69019608,0.544068044,,,,
284,Calyptrogyne,costatifrons,costatifrons,Allen,3435,bh,panama,9.12,9.2,79.22,-79.37,600,,2.75,86,64.3,5.2,7,2,1.3,3,1.7,60,22,32,143,59,,4.3,1.1,1,28.5,5.5,3,2.7,3.5,2,8.8,15.6,13.5,0,1,1,1,1,1,1,0,0,,,0,0,0,,25.5,1,,,,,apr,,0,0,0,1,,,0.439332694,1.934498451,1.808210973,0.716003344,2.645751311,0.301029996,1.77815125,1.342422681,1.505149978,2.155336037,1.770852012,,0.633468456,0.041392685,1,1.45484486,0.740362689,0.544068044,0.944482672,1.193124598,1.40654018,
285,Calyptrogyne,costatifrons,costatifrons,Hammel,2473,bh,panama,9.22,9.37,79.34,-79.57,600,,,,49.5,6.6,4,1.2,,,,,,,,,,3.5,1.7,1,33,6.3,3,2,2.5,2,,,,0,1,1,,1,1,1,0,0,,,0,0,0,,17,1,,,,apr,,,0,0,0,1,,,,,1.694605199,0.819543936,2,0.079181246,,,,,,,0.544068044,0.230448921,1,1.51851394,0.799340549,0.397940009,,,1.230448921,
533,Calyptrogyne,costatifrons,costatifrons,Churchill,5551,mo,panama,9.2,9.33,79.47,-79.78,200,4,,,,,,,,,,,,,,,,2.6,1.4,1,22.1,4,2,1.5,3,2,9.4,13.4,9,0,1,1,1,,1,1,,0,,,0,0,0,,,,,,,,jun,,0,0,0,1,black,0.602059991,,,,,,,,,,,,,0.414973348,0.146128036,1,1.344392274,0.602059991,0.477121255,0.973127854,1.127104798,,0
287,Calyptrogyne,costatifrons,costatifrons,Blum,1715,scz,panama,9.1,9.17,79.25,-79.42,800,,,,,,,,,,,,13,28.5,,,,3.6,2,1,29.3,5.9,2.5,3,5,2,10.3,15.2,,,1,1,1,1,1,1,,0,,,0,0,0,,,,,,,,nov,,0,0,0,1,,,,,,,,,,1.113943352,1.45484486,,,,0.556302501,0.301029996,1,1.46686762,0.770852012,0.698970004,1.012837225,1.181843588,,0
532,Calyptrogyne,costatifrons,costatifrons,Croat,75127,mo,panama,9.18,9.3,78.59,-78.98,450,,,,48.5,5.8,3,,,,,17,17,,,,,3.7,0.7,1,18.5,5.5,2,2,2.2,,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,apr,,,0,0,0,1,,,,,1.685741739,0.763427994,1.732050808,,1.230448921,1.230448921,,,,,0.568201724,-0.15490196,1,1.267171728,0.740362689,0.342422681,,,,0
531,Calyptrogyne,costatifrons,costatifrons,Mori,5550,mo,panama,9.19,9.32,78.55,-78.92,,,,,47,5.8,5,,,,,35,19,38,,,,,,,22.3,4.9,3,1.5,4.4,,,,15,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,apr,,,0,0,0,1,,,,,1.672097858,0.763427994,2.236067977,,1.544068044,1.278753601,1.579783597,,,,,,,1.348304863,0.69019608,0.643452676,,,,
530,Calyptrogyne,costatifrons,costatifrons,Davidse,10064,mo,panama,9.3,9.5,79.37,-79.62,100,,,,,,,,,,,,,,86.5,,,2.3,1.3,1,,4.1,,,,,,,,,1,1,1,,1,1,0,0,,,0,0,0,,,,,,nov,,,,0,0,0,0,,,,,,,,,,,,1.937016107,,,0.361727836,0.113943352,1,,0.612783857,,,,,
529,Calyptrogyne,costatifrons,costatifrons,Hammel,14484,mo,panama,9.25,9.42,79.4,-79.66,500,3.5,,,61.5,6.2,8,,,,,,15,,,,,2.8,1.9,1,27.8,5.8,2.8,2.4,3,1,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,feb,feb,,,0,0,0,1,,0.544068044,,,1.788875116,0.792391689,2.828427125,,,1.176091259,,,,,0.447158031,0.278753601,1,1.444044796,0.763427994,0.477121255,,,,
528,Calyptrogyne,costatifrons,costatifrons,Allen,2134,mo,panama,,,,,,,,,62.6,6.8,4,4.5,2.1,3.7,1.6,56,17,31.5,,,,4.3,2,1,34.5,5.8,2.5,2.5,5.5,1,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,feb,,,0,0,0,1,,,,,1.796574333,0.832508913,2,0.653212514,1.748188027,1.230448921,1.498310554,,,,0.633468456,0.301029996,1,1.537819095,0.763427994,0.740362689,,,,
527,Calyptrogyne,costatifrons,costatifrons,de Nevers,6944,mo,panama,9.2,9.33,79.08,-79.13,450,3.9,,,,,,,,,,,,,126,55.5,,4.8,1.5,1,30,6,2.2,2.2,4.7,1,,,16,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,feb,,,0,0,0,1,,0.591064607,,,,,,,,,,2.100370545,1.744292983,,0.681241237,0.176091259,1,1.477121255,0.77815125,0.672097858,,,,0
526,Calyptrogyne,costatifrons,costatifrons,Churchill,6005,mo,panama,9.3,9.5,79.4,-79.66,1,1.5,,,,,,,,,,,,,,,,3.6,3.1,1,39,5.2,2.9,3,4,2,8.9,15.9,,0,1,1,1,,1,1,,0,1,1,0,0,0,,,,,aug,,,aug,,,0,0,1,black,0.176091259,,,,,,,,,,,,,0.556302501,0.491361694,1,1.591064607,0.716003344,0.602059991,0.949390007,1.201397124,,0
300,Calyptrogyne,costatifrons,costatifrons,Lewis,2264,bh,panama,9.15,9.25,79.17,-79.28,800,,,,51.5,4.6,8,2.9,1,2.3,1.3,63,24,24,,,,3.3,0.8,1,26.6,4.6,2.7,2,3,2,,,,0,1,1,1,1,,1,,0,,,0,0,0,,16,1,,,,jun,,,0,0,0,1,brown,,,,1.711807229,0.662757832,2.828427125,0.462397998,1.799340549,1.380211242,1.380211242,,,,0.51851394,-0.096910013,1,1.424881637,0.662757832,0.477121255,,,1.204119983,0
523,Calyptrogyne,costatifrons,costatifrons,Churchill,5558,mo,panama,9.2,9.33,79.47,-79.78,200,,,,57.5,5.5,7,2.5,0.5,1.6,1.1,65,16,33,,,,2.9,2,1,23.8,5.4,2.7,2.2,2.2,2,10.1,15.8,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,,jun,,0,0,0,1,black,,,,1.759667845,0.740362689,2.645751311,0.397940009,1.812913357,1.204119983,1.51851394,,,,0.462397998,0.301029996,1,1.376576957,0.73239376,0.342422681,1.004321374,1.198657087,,0
522,Calyptrogyne,costatifrons,costatifrons,Nee,7024,mo,panama,9.1,9.17,79.25,-79.42,675,,,,56.5,6.9,9,0.5,0.5,2,1.5,54,23,25.5,,,,4.1,1.4,1,26.9,5.7,2.6,2,4,2,,,,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,22,1,sep,,,sep,,,0,0,0,1,,,,,1.752048448,0.838849091,3,-0.301029996,1.73239376,1.361727836,1.40654018,,,,0.612783857,0.146128036,1,1.42975228,0.755874856,0.602059991,,,1.342422681,0
304,Calyptrogyne,costatifrons,costatifrons,Croat,22744,bh,panama,9.15,9.25,79.17,-79.28,650,,,,,,,,,,,,,,,,,2.7,1.1,1,23.5,4.2,2.4,1.5,4,,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,,,,,,mar,,,0,0,0,1,,,,,,,,,,,,,,,0.431363764,0.041392685,1,1.371067862,0.62324929,0.602059991,,,,0
308,Calyptrogyne,costatifrons,costatifrons,Porter,4830,bh,panama,9.17,9.28,79.45,-79.75,,,,,,6.6,5,2.4,,,,,18,37.5,,,,3.8,1.8,1,38,4.8,2.4,2.5,4.3,2,9.2,15.2,,,1,1,1,1,1,1,,0,,,0,0,0,,,,,,,,mar,,0,0,0,1,,,,,,0.819543936,2.236067977,0.380211242,,1.255272505,1.574031268,,,,0.579783597,0.255272505,1,1.579783597,0.681241237,0.633468456,0.963787827,1.181843588,,
309,Calyptrogyne,costatifrons,costatifrons,Moore,10516,bh,panama,9.3,9.5,79.37,-79.62,,,,,71,9.6,3,,,,,19,16,40,58.5,29.5,44,3.6,1.5,1,33,4,2,2.7,3,0,,,,0,1,1,1,0,1,1,,0,1,1,0,0,0,0,,,jan,,,,,,0,0,0,1,,,,,1.851258349,0.982271233,1.732050808,,1.278753601,1.204119983,1.602059991,1.767155866,1.469822016,1.643452676,0.556302501,0.176091259,1,1.51851394,0.602059991,0.477121255,,,,0
521,Calyptrogyne,costatifrons,costatifrons,Nee,10936,mo,panama,9.15,9.25,78.58,-78.97,425,,,,32.5,5.9,4,1.5,3.8,4.3,0.5,45,24,33,,,,3.6,0.9,1,22.6,5.3,3,2.5,2.8,2,9.2,15.5,,0,1,1,1,0,1,1,0,0,,,0,0,0,,10,1,,,,,mar,,0,0,0,1,brown,,,,1.511883361,0.770852012,2,0.176091259,1.653212514,1.380211242,1.51851394,,,,0.556302501,-0.045757491,1,1.354108439,0.72427587,0.447158031,0.963787827,1.190331698,1,0
245,Calyptrogyne,costatifrons,costatifrons,Mori,3269,pma,panama,,,,,550,2,,,57.5,6.6,9,2.3,1.1,2.5,1.4,57,16,,,,,2.9,1,1,21.3,4.7,2.3,1.2,3.4,2,9.1,15.1,,0,1,1,1,0,1,1,,0,1,1,0,0,0,,,,,,,,nov,,0,0,0,1,,0.301029996,,,1.759667845,0.819543936,3,0.361727836,1.755874856,1.204119983,,,,,0.462397998,0,1,1.328379603,0.672097858,0.531478917,0.959041392,1.178976947,,0
44,Calyptrogyne,costatifrons,costatifrons,de Nevers,6315,ny,panama,9.19,9.32,78.55,-78.92,350,2,,59,55,6.2,2,5,11.5,10.4,-1.1,12,15,37.8,87.5,37.5,32,3.2,1.2,1,22.7,4.5,2.4,2.4,3.5,0,,,,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,17.5,1,,,nov,,,,0,0,0,1,,0.301029996,,1.770852012,1.740362689,0.792391689,1.414213562,0.698970004,1.079181246,1.176091259,1.5774918,1.942008053,1.574031268,1.505149978,0.505149978,0.079181246,1,1.356025857,0.653212514,0.544068044,,,1.243038049,
219,Calyptrogyne,costatifrons,costatifrons,Folsom,1459,cas,panama,,,,,425,,,,,,,,,,,,,,,,,5.2,1.3,1,25.6,5.5,2.9,3.4,3.5,2,,,,0,1,,1,,1,1,,0,,,0,0,0,,,,,,,jan,,,,0,0,1,,,,,,,,,,,,,,,0.716003344,0.113943352,1,1.408239965,0.740362689,0.544068044,,,,
