Species,Genus,Subspecies,Preliminary,Group,Status,Herbarium,Collector,Colnumber,Country,Area,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,BO,H. Rustiami,1813,Indonesia,Sulawesi,3.44,-3.73,121.33,121.55,300,20,2.28,60,,18,30,6.5,,,,,,,,0,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,K,Anggana,32,Indonesia,Sulawesi,,,,,350,30,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,LBC,E. Fernando,425,Philippines,,8.13,8.21,126.17,126.28,,3,,,,,34,,,,,,,,,0,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,,0,0,1,1,2,2,0,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,PNH,D. Madulid,5030,Philippines,,8.57,8.95,125.21,125.35,200,15,3.76,,,30,41.5,5.7,,,,,,,,0,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,LBC,E. Fernando,340,Philippines,,13.59,13.98,121.52,121.86,,10,,,,9,22,3.7,,,,,,,,1,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,,1,0,1,1,2,2,0,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,NY,A. Henderson,4234,Indonesia,Sulawesi,0.43,-0.71,119.59,119.98,797,5,,28,187,26,33.5,6.5,,,,,,,,0,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,NY,A. Henderson,4251,Indonesia,Sulawesi,0.52,-0.86,123.14,123.23,109,15,,20,150,21,38.5,5.5,,,,,,,,0,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,NY,A. Henderson,4278,Indonesia,Sulawesi,1.34,-1.56,120.43,120.71,329,8,,22,144,23,38.5,5.2,,,,,,,,0,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,NY,A. Henderson,4321,Indonesia,Sulawesi,0.43,-0.71,120.01,120.01,913,10,,,,,35,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,NY,A. Henderson,4252,Indonesia,Sulawesi,0.52,-0.86,123.14,123.23,109,8,,35,100,19,27.2,4.3,,,,,,,,0,1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphysipus,Calamus,,C. symphysipus,C. heteracanthus,sterile,NY,A. Henderson,4377,Indonesia,Sulawesi,1.36,-1.60,120.03,120.05,471,,,,,,38,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,0,1,1,2,2,0,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadulakoensis,Calamus,,C. tadulakoensis,C. adspersus,pistillate,NY,A. Henderson,4258,Indonesia,Sulawesi,0.52,-0.86,123.14,123.23,146,30,4.2,2,200,,40.4,6.5,,,,245,13,11.2,9.1,0,1,0,4,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,,0,1,1,2,2,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,6,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,1,0,0,1,1,1,2,0,1,0,0,2,0,0,0,whitish
tadulakoensis,Calamus,,C. tadulakoensis,C. adspersus,sterile,NY,A. Henderson,4256,Indonesia,Sulawesi,0.52,-0.86,123.14,123.23,146,5,,15,200,15,50.5,6,,,,,,,,0,1,0,4,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,0,0,1,1,2,2,0,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tambingensis,Calamus,,D. tambingensis,Piptospatha,staminate,BO,E. de Vogel,5484,Indonesia,Sulawesi,1.16,-1.26,120.18,120.30,1700,35,,,,53,41,2,,125,,,,,,,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,3,0,1,1,1,2,2,2,1,1,1,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,6,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tambingensis,Calamus,,D. tambingensis,Piptospatha,staminate,NY,A. Henderson,4276,Indonesia,Sulawesi,1.19,-1.31,120.18,120.30,1648,15,4.46,56,226,46,39,1.8,,,2,,,,,0,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,3,0,1,1,1,2,2,2,1,1,1,1,1,,,1,1,1,,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,6,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tapanensis,Calamus,,undescribed,Piptospatha,pistillate,K,J. Dransfield,4078,Indonesia,Sumatra,2.04,-2.09,101.15,101.26,1000,4,1.55,,,12,26,3.8,,,,,5.5,,,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,1,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,
tapanensis,Calamus,,undescribed,Piptospatha,pistillate,L,J. Dransfield,4068,Indonesia,Sumatra,,,,,1000,4,1.61,,,12,29.5,4.2,,,,,3.4,,,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,1,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,3,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
tapanensis,Calamus,,undescribed,Piptospatha,staminate,L,J. Dransfield,2727,Indonesia,Sumatra,2.05,-2.08,101.15,101.25,1200,4,,20,,12,,,,100,,,,,,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,1,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,3,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temii,Calamus,,C. temii,C. longisetus,pistillate,BKF,T. Wongprasert,s.n.,Thailand,,17.17,17.28,101.2,101.33,1300,3,,,,,,,,,,,3,19.8,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temii,Calamus,,C. temii,C. longisetus,pistillate,BKF,T. Wongprasert,s.n.,Thailand,,17.17,17.28,101.2,101.33,1550,5,,,,,46,2.1,,,,,3,21.1,17.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,1,,1,1,0,1,1,1,1,,,,0,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,0,1,1,,0,1,0,1,1,0,0,1,1,0,2,1,1,0,brown
temii,Calamus,,C. temii,C. longisetus,pistillate,K,T. Smitinand,s.n.,Thailand,,17.17,17.28,101.2,101.33,,,,,,,53,2.4,,,,,2,24,15,,,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,7,2,1,1,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,6,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,0,1,1,1,0,1,0,1,1,0,0,1,1,0,2,1,1,0,
temii,Calamus,,C. temii,C. longisetus,sterile,AAU,A. Barfod,712,Thailand,,17.41,17.68,100.56,100.93,,7,,135,230,42,59.5,2.3,0.5,,,,,,,1,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,0,1,2,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pistillate,BM,J. Clemens,50397,Malaysia,Borneo,,,,,,,,,,,,,,,,,,,,,,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,0,1,1,1,1,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,,,,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pist/stam,NY,J. Clemens,28408,Malaysia,Borneo,6,6.00,116.31,116.51,1500,3.5,1.42,76,49,8,31,4.5,,,5.1,,5,9.9,7.2,,,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,0,1,1,1,1,,1,2,0,0,,0,1,1,2,2,2,1,0,1,1,,1,1,0,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,0,0,0,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pistillate,NY,J. Clemens,27899,Malaysia,Borneo,,,,,1500,6,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,,0,1,1,2,2,2,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pistillate,SAN,W. Chew,1892,Malaysia,Borneo,6.03,6.05,116.39,116.65,,,1.01,32,40,,35,3.5,,,,27,4,,,,,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,0,1,1,1,1,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pistillate,SAN,J. Dransfield,5555,Malaysia,Borneo,6.01,6.01,116.36,116.60,1500,,1.79,,,,28.5,4,16.3,,,,,,,,,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,0,1,1,1,1,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pistillate,SAN,M. Mujin,SAN 33861,Malaysia,Borneo,5.59,5.98,116.34,116.56,,,,,,,,,,,,,,13.2,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,0,0,0,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pistillate,NY,J. Clemens,40206,Malaysia,Borneo,,,,,1370,4.5,,,,,,6,17.5,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,,0,1,1,2,2,2,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,pistillate,NY,M. Clemens,10064,Malaysia,Borneo,6.02,6.03,116.3,116.50,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,0,1,1,2,2,2,1,0,1,1,,1,1,0,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,0,0,0,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,SAR,Dewol Sundaling,S.134982,Malaysia,Borneo,6,6.00,116.31,116.51,,1.5,1.11,,,,28,6,4.5,,4.7,,,,,1,0,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,0,1,1,1,1,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,SAN,D. Brand,SAN 25320,Malaysia,Borneo,5.59,5.98,116.34,116.56,1220,,1.16,30.5,,,,,,,6.5,,,,,,,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,0,1,1,1,1,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,BM,J. Clemens,27339,Malaysia,Borneo,,,,,1200,,,,31.5,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,NY,J. Clemens,34163,Malaysia,Borneo,,,,,1500,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,SAN,J. Dransfield,5706,Malaysia,Borneo,6.02,6.03,116.32,116.53,1700,1.38,,,,7,,,,,,,,,,1,0,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,0,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,0,1,1,1,1,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,1,,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,NY,J. Clemens,29203,Malaysia,Borneo,6,6.00,116.31,116.51,1500,4,,37,52,8,38.5,5.7,18.8,75,5.5,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,1,1,2,2,2,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,SAN,J. Dransfield,5554,Malaysia,Borneo,6.01,6.01,116.36,116.60,1500,2,2.02,20,,8,35,3.5,17.5,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenompokensis,Calamus,,C. tenompokensis,Sundaland flagellate,staminate,SAN,W. Chew,1653,Malaysia,Borneo,6.04,6.06,116.42,116.70,1158,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
