Species,Genus,Subspecies,Preliminary,Group,Status,Herbarium,Collector,Colnumber,Country,Area,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,sterile,K,P. Tomlinson,1,Malaysia,Borneo,1.31,1.51,110.18,110.30,,,,,,,41,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,staminate,K,J. Dransfield,4919,Malaysia,Borneo,1.37,1.61,110.2,110.33,5,,,80,,25,41,2.7,,100,2.6,,,,,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,staminate,K,H. Moore,9096,Malaysia,Borneo,1.25,1.41,110.18,110.30,,,,,,35,32.5,2.1,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,sterile,K,W. Baker,703,Malaysia,Borneo,1.17,1.28,110.29,110.48,10,0.3,,,,27,45.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pist/stam,K,H. Ridley,s.n.,Malaysia,Borneo,1.35,1.58,110.14,110.23,,,,,,,,2.8,,,1.5,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,staminate,K,E. Brunig,S.17520,Malaysia,Borneo,1.31,1.51,110.18,110.30,20,,,,,,41,2,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,staminate,K,P. Tomlinson,5,Malaysia,Borneo,1.24,1.40,110.18,110.30,,,,,,,32,1.7,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,BH,H. Moore,9139,Malaysia,Borneo,3.17,3.28,113.11,113.18,,,,53,142,25,50,3,,,,,5.4,20,15.5,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,0,1,1,0,0,1,1,1,1,2,0,1,1,0,2,1,1,0,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,SING,A. Tiggi,S.3324,Malaysia,Borneo,2.57,2.95,113.35,113.58,,,,,,,46,3.5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,BH,H. Moore,9080,Malaysia,Borneo,1.36,1.60,110.11,110.18,,1,,,,,37,1.7,,,,,3.7,20.2,16.5,,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,0,1,1,0,0,1,1,1,1,2,0,1,1,0,2,1,1,0,dull brown
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,BM,Anonymous,s.n.,Malaysia,Borneo,1.35,1.58,110.12,110.20,,,,,,,44,2.3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,1,,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,0,1,1,0,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,BH,J. Dransfield,4918,Malaysia,Borneo,1.37,1.61,110.2,110.33,5,,,80,,25,48,3,,,,100,3.3,,,,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,,,1,1,0,0,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,BH,J. Dransfield,6081,Malaysia,Borneo,1.05,1.08,110.24,110.40,,,,,,,42.5,3.2,,,,,3.7,,,,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,,,1,1,0,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,BH,J. Dransfield,5918,Malaysia,Borneo,1.42,1.70,110.28,110.46,40,0.5,,80,,30,49.5,3.3,,,,100,3.5,,,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,0,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,,,1,1,0,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,FI,H. Ridley,12395,Malaysia,Borneo,1.35,1.58,110.11,110.18,,,,,,,36,2.7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,1,1,1,2,2,2,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,,,1,1,0,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,pistillate,K,J. Anderson,R8,Malaysia,Borneo,2.28,2.46,111.32,111.53,3,,,,,,50,2.8,,,,,4.5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,,,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,staminate,BH,J. Dransfield,5919,Malaysia,Borneo,1.42,1.70,110.28,110.46,40,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acamptostachys,Calamus,,D. acamptostachys,Piptospatha,staminate,BH,J. Dransfield,6078,Malaysia,Borneo,1.05,1.08,110.24,110.40,150,2,3.8,100,,17,35.7,3.3,,,2,,,,,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,0,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,,0,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. temburongii,C. acanthochlamys,pist/stam,K,J. Dransfield,6669,Brunei,Borneo,4.32,4.53,115.09,115.15,50,,2.99,85,,21,47,2.2,0.2,,1.5,,4.7,,,1,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,3,,,,,,,,1,1,0,1,1,2,2,1,1,1,,,,,,,,,,,,,,,brown
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,pistillate,K,P. Ashton,S.16587,Malaysia,Borneo,3.2,3.33,113.09,113.15,10,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,pistillate,K,M. Coode,7090,Brunei,Borneo,4.2,4.33,114.51,114.85,200,2,,100,,50,35,1.8,0.3,,,,1,11.6,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,pistillate,BH,Ilias Pa'ie,S.39160,Malaysia,Borneo,3.48,3.80,113.38,113.63,120,4,2.63,,,72,41,2.3,1,,,,4,12.6,7.1,,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,0,0,0,dark red
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,pistillate,K,J. Dransfield,6542,Brunei,Borneo,4.17,4.28,114.25,114.41,50,,,,,,,,,,,,2.5,12.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,0,0,0,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,pistillate,KEP,Othman,S.48977,Malaysia,Borneo,3.1,3.16,113.55,113.91,,2,,,,27,37,2.5,0.3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,pistillate,SAR,Dayang Awa,S.46858,Malaysia,Borneo,3.2,3.33,114.1,114.16,1190,4,,,,33,,1.7,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orange
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,pistillate,SAR,J. Dransfield,4701,Malaysia,Borneo,3.06,3.10,113.55,113.91,200,3,2.44,150,,40,37,2.3,,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,2,2,1,1,1,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. temburongii,C. acanthochlamys,pistillate,K,J. Dransfield,7066,Brunei,Borneo,4.32,4.53,115.09,115.15,300,,,150,,28,44,2.5,0.3,,,50,1.5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,1,,1,1,1,0,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,,2,0,,,
acanthochlamys,Calamus,,C. temburongii,C. acanthochlamys,pistillate,K,K. Wong,1364,Brunei,Borneo,4.32,4.53,115.09,115.15,,,,40,,24,37.5,2.5,,,,50,1.3,10.9,6.6,,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,0,0,0,brown
acanthochlamys,Calamus,,C. temburongii,C. acanthochlamys,pistillate,K,I. Said,15623,Brunei,Borneo,4.48,4.80,115.03,115.05,,,,,,,,1.7,0.5,,,,1.5,,,,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,staminate,KEP,Saw L. G.,S.90901,Malaysia,Borneo,2.49,2.84,114.58,114.99,390,3,3.56,67.5,282,62,43,2.7,2.7,238,1.1,,,,,0,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,staminate,K,P. Richards,2333,Malaysia,Borneo,3,3.00,114.15,114.25,300,,,,,,,2.3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,staminate,K,J. Dransfield,6539,Brunei,Borneo,4.17,4.28,114.25,114.41,50,2,3.55,75,,70,45,2.6,,150,0.8,,,,,0,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,staminate,K,M. Coode,7056,Brunei,Borneo,4.2,4.33,114.51,114.85,230,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,staminate,K,J. Dransfield,7459,Brunei,Borneo,4.41,4.68,115.13,115.21,250,1,3.1,50,,50,50,2.8,1.8,100,0.4,,,,,0,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. temburongii,C. acanthochlamys,staminate,K,J. Dransfield,6671,Brunei,Borneo,4.32,4.53,115.09,115.15,50,,,,,21,33,2.5,,30,,,,,,1,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,0,1,1,1,1,1,1,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. temburongii,C. acanthochlamys,staminate,K,M. Stockdale,60,Brunei,Borneo,4.33,4.55,115.09,115.15,1000,,,64,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,sterile,K,K. Wong,538,Brunei,Borneo,4.18,4.30,114.26,114.43,,3,,,,60,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthochlamys,Calamus,,C. acanthochlamys,C. acanthochlamys,sterile,K,J. Dransfield,6932,Brunei,Borneo,4.4,4.46,115.12,115.20,25,2,4.02,90,,60,40.5,2.7,0.5,,,,,,,0,,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pist/stam,BH,A. Kerr,8233,Thailand,,14.5,14.83,103.2,103.33,100,,,31,36.5,11,22.7,1.1,2.7,,3.5,71,10.5,11.2,8.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,0,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,0,0,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,FRCL,K. Sengdala,142,Laos,,18.11,18.18,106.4,102.67,,,,90,50,16,,,,,,,,,,1,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivory-colored
