Number,Genus,Species,Subspecies,Preliminary,Herbarium,Collector,Colnumber,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Plheight,Stemlength,Stemdiameter,Leafnumber,Sheath,Petiole,Rachislen,Nodivisions,Pinlen,Pinwid,Pedbract,Pedunclelen,Straclen,Stracnum,Stflowlen,Nostamen,Psraclen,Psracnum,Fruitlen,Fruitdiam,Seeds,Acaule,Vertic,Petiol,Shefib,Pinnae,Ahairs,Auricl,Flabel,Starac,Toment,Bracte,Arrang,Stampe,Surfac,Granul,Margin,Stamen,Stalen,Anther,Pisrac,Cuspid,Pismar,String,Angled,Frgray,Fibers,Locpit,Endbas,Xfiber,Endfib,Seeded,Opercu,Hollow,Fruitcolor
263,Attalea,maripa,,M. maripa,NY,Steyermark,121267,Venezuela,10.3,10.5,63.07,-63.11,5,,,,,,,,,,,,,12,,9.8,6,,,,,,,,,,3,,2,,,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
264,Attalea,maripa,,M. maripa,NY,Wessels Boer,810,Surinam,,,,,,,10,27,12,,,680,256,,4.7,,,,,,,,,,,,1,,1,,3,,2,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
265,Attalea,maripa,,M. maripa,NY,Balslev,4789,Ecuador,0,0,76.11,-76.18,300,,20,33,13,,225,,234,119,4.8,195,100,17,,8.8,6,,,,,,1,1,1,,3,,2,2,,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
266,Attalea,maripa,,M. maripa,NY,Wessels Boer,474,Surinam,5.25,5.41,55,-55,,,14,,16,,250,470,227,,6.6,,,,,,,,,56.6,25.8,,1,,1,,3,,2,,,,,,,,,,,,,,1,2,,2,2,2,1,2,,,2,2,,
267,Attalea,maripa,,M. maripa,NY,Balick,1302,Brazil,1.05,-1.08,46.55,-46.91,,,12,25,15,29,187,448,251,100,4.7,125,,14,,7.9,6,10,,,,,1,,1,,3,,2,2,,1,1,6,8,2,2,2,1,1,1,,1,2,,,,,,,,,,,,
268,Attalea,maripa,,M. maripa,NY,Balick,960,Brazil,1.26,-1.43,48.21,-48.35,,12,,45,,,,,250,,,,,17,,8.9,6,16,,54.8,28.3,2,1,,1,,3,,2,2,,1,1,6,8,2,2,2,1,1,1,,1,2,,2,2,,,,,,,,,
269,Attalea,maripa,,M. maripa,NY,Moore,9524,Brazil,3.01,-3.01,60.1,-60.16,,,,30,,,300,580,201,,,,50,11.5,,12.3,6,14.5,,,,,1,,1,,3,,2,,1,1,1,6,8,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,
384,Attalea,maripa,,M. maripa,NY,Anon,32,Bolivia,11.2,-11.33,69.15,-69.25,280,,6.8,24,24,,,,57,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Attalea,maripa,,M. maripa,NY,Tessmann,5081,Peru,3.45,-3.75,73.15,-73.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
409,Attalea,maripa,,M. maripa,COAH,Gentry,65224,Colombia,0.25,-0.41,72.19,-72.31,200,15,,,,,,,,,,,,,,,,13.5,,,,,1,,,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,
410,Attalea,maripa,,M. maripa,COAH,Bernal,4309,Colombia,4.05,-4.08,69.55,-69.91,78,,15,35,15,46,,,,,,,,,,,,,,,,,1,,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Attalea,maripa,,M. maripa,COAH,Gutierrez,31,Colombia,3.12,3.2,71.5,-71.83,,10,,,,,,,,,,,,,,,,19,,,,,1,,,,3,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,
412,Attalea,maripa,,M. maripa,COAH,Vincelli,1049,Colombia,5.2,5.33,67.45,-67.75,100,15,3,,,,,,,,,120,,11,,8.3,6,,,,,,1,,1,,3,,2,,,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
433,Attalea,maripa,,M. maripa,COAH,Cardenas,40539,Colombia,1.15,1.25,75.43,-75.71,220,8,,,15,,,,135,,,,,22,,7.7,6,,,,,,1,,,,3,,2,,1,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
,Attalea,maripa,,M. maripa,HBRA,Mehlig,210,Brazil,0.59,-0.99,46.37,-46.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Attalea,maripa,,M. maripa,K,Maguire,54153,Surinam,3.31,3.51,56.3,-56.5,225,,8,24,17,,,650,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Attalea,maripa,,M. maripa,K,Lister,,Venezuela,5.1,5.16,66.3,-66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
519,Attalea,maripa,,M. maripa,K,Milliken,831,Brazil,3.22,3.36,61.26,-61.43,,,7.8,28,8,,,,,,,,,9.5,,9.6,6,,,,,,1,,,,3,,2,,,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
586,Attalea,maripa,,M. maripa,BH,Moore,8395,Peru,8.23,-8.38,74.31,-74.51,220,,6,21.6,22,,243,518,230,,,,71,13.5,,8,6,,,,,,1,,1,,3,,,,1,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
608,Attalea,maripa,,M. maripa,US,Pipoly,11654,Guyana,5.48,5.8,57.31,-57.51,13,25,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Attalea,maripa,,M. maripa,US,Strudwick,4672,Brazil,1.43,-1.71,49.32,-49.53,,,5.8,21,14,116,239,514,225,107,4.2,138,82,15,245,11.2,6,,,,,,1,1,1,,3,,2,2,1,1,1,6,8,2,2,2,1,1,1,,,,,,,,,,,,,,,
623,Attalea,maripa,,M. maripa,US,Cuatrecasas,6941,Colombia,1.11,1.18,70.1,-70.16,,,20,,,,,,,,,,,,,,,,,40.5,21.5,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
626,Attalea,maripa,,M. maripa,NY,Clarke,11098,Surinam,4.18,4.3,56.27,-56.45,62,8,,,,,200,,,,4.2,,,,,,,6.2,,49.8,23,2,1,,1,,3,,,,,,,,,,,,,,,,1,2,,2,2,,,,,,,,,brown
647,Attalea,maripa,,M. maripa,MO,Evans,2121,Surinam,3.58,3.96,55.26,-55.43,70,,10,26.3,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Attalea,maripa,,M. maripa,MO,Steyermark,130242,Venezuela,2.1,2.16,65.34,-65.56,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Attalea,maripa,,M. maripa,MO,Morillo,9077,Venezuela,6.13,6.21,64.28,-64.46,230,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Attalea,maripa,,M. maripa,MO,Gentry,42111,Peru,10.1,-10.16,74.5,-74.83,200,,5,,,,,,,,,,,37,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Attalea,maripa,,M. maripa,MO,Davidse,16338,Venezuela,8.3,8.5,62.2,-62.33,175,,,,,,,,,,,,,18.5,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Attalea,nucifera,,A. nucifera,NY,Renteria,1499,Colombia,6.37,6.61,73.55,-73.91,240,,,,,,,,,,2.7,,,,,,,,,66.1,45.7,3,,,,,1,3,2,,,,,,,,,,,,,,1,,,2,2,,,,1,2,2,,,
309,Attalea,nucifera,,A. nucifera,NY,Galeano,1276,Colombia,7.07,7.11,73.26,-73.43,200,,,,11,,,341,101,65,3.4,,25,,,,,,,67.2,50.4,2,2,2,2,2,1,3,2,1,,,,,,,,,,,,1,1,1,,2,2,1,2,1,1,2,2,1,2,brown
456,Attalea,nucifera,,A. nucifera,COL,Galeano,1241,Colombia,7.16,7.26,73.11,-73.18,200,,,,13,,,390,94,76.5,2.9,,,6.5,,12,6,0.2,,71.1,42.4,,2,,2,,1,3,2,1,2,,2,1,1,2,1,3,1,3,1,,,,,2,2,,,,,,,,,light brown
457,Attalea,nucifera,,A. nucifera,COL,Jara,725,Colombia,7.06,7.1,73.24,-73.4,,3,0.3,31.8,,,130,,100,,,,,,,,,,,,,,,,2,,1,,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,,
458,Attalea,nucifera,,A. nucifera,COL,Renteria,2133,Colombia,6.38,6.63,74.02,-74.03,200,,,,,,,,,,,,,,,,,,,67.2,40.3,,,,,,1,,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
459,Attalea,nucifera,,A. nucifera,COL,Castenada,8392,Colombia,7.23,7.38,73.53,-73.88,200,,,,,,60,350,106,,,,,,,,,,,68.6,48,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
612,Attalea,nucifera,,A. nucifera,US,Scolnik,19016,Colombia,6.29,6.48,74.24,-74.4,250,,,,,,,,,,4.3,,,4.5,,15.2,6,0.5,,,,,,,2,,1,,2,,,2,2,1,1,2,1,3,1,3,1,1,1,1,,,,,,,,,,,,
628,Attalea,nucifera,,A. nucifera,BH,Gentry,20041,Colombia,6.37,6.61,73.54,-73.9,300,,,,,,,,,,,,,,,,,,,66.2,43.3,,2,,,,1,,2,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,
300,Attalea,oleifera,,A. burretiana,NY,Noblick,4537,Brazil,12.45,-12.75,39.32,-39.54,700,,12.5,35,12,,,880,155,117,4,,57,20,142,15,7,,,71,42.4,1,1,,,,1,3,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,,2,2,,,,,,,,,
301,Attalea,oleifera,,A. burretiana,NY,Noblick,3733,Brazil,12.27,-12.45,38.38,-38.63,,,12,30,12,,,631,137,85,4.1,112,37,11,300,16.4,6,,,83.9,42.6,3,1,,,,1,,2,,,2,1,1,1,2,2,1,1,3,1,,,2,,2,2,,,,,,2,,,
302,Attalea,oleifera,,A. burretiana,NY,Noblick,4595,Brazil,15.17,-15.28,39.37,-39.61,350,,7,35,17,,0,699,167,116,4.3,187,30,,,15.1,,21.5,,,,,1,,1,,1,,2,,,2,1,1,1,2,2,1,2,3,1,,,,1,,,,,,,,,,,
304,Attalea,oleifera,,A. burretiana,NY,Noblick,4779,Brazil,17.53,-17.88,39.22,-39.36,75,,4,40,10,,3.75,558,156,101,3,147,,,,,,9,,73.5,48.5,3,1,,1,,1,,2,,,,,,,,,,,,,,1,2,,2,2,1,2,1,1,2,2,1,,
305,Attalea,oleifera,,A. burretiana,NY,Noblick,4722,Brazil,11.34,-11.56,37.47,-37.78,75,,7,40,17,,2,844,160,94,4.2,185,,12,,15.1,7,,,66.3,40,,1,2,1,2,1,1,2,,,2,1,1,1,2,2,1,2,3,1,,1,2,1,2,2,,,,,,,,,
307,Attalea,oleifera,,A. burretiana,NY,Noblick,4772,Brazil,16.34,-16.56,39.34,-39.56,325,,5,45,10,,4.5,767,178,,,152,37,15,,17.6,,,,77.6,53.1,,1,,1,,1,,2,2,,,,1,1,2,2,1,,3,1,,,,,2,2,,,,,,,,,
308,Attalea,oleifera,,A. burretiana,NY,Borges,373,Brazil,14.42,-14.7,39.36,-39.6,775,10,,,,,,,,66,3.3,,,17,,13.4,8,,,,,,1,,,,1,,2,,,2,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
489,Attalea,oleifera,,A. burretiana,K,Noblick,4792,Brazil,18.05,-18.08,39.39,-39.65,75,,8,40,17,,4,734,186,99.5,3.8,140,36,14.5,275,14.9,8,,,,,,1,,1,,1,,2,,,2,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
531,Attalea,oleifera,,A. burretiana,BH,Glassman,13008,Brazil,13.17,-13.28,39.34,-39.56,,,,,,,,,,,,,,,,18.9,,,,,,,1,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,oleifera,,A. burretiana,SP,Glassman,13010,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Attalea,oleifera,,A. burretiana,BH,Noblick,4574,Brazil,12.27,-12.45,38.38,-38.63,,,10,40,18,,4,555,183,,,59,58,,,,,,,82.5,45.8,,1,,1,,1,,2,,,,,,,,,,,,,,1,2,,2,2,,,,,,,,,orange-brown
616,Attalea,oleifera,,A. burretiana,MO,Noblick,4507,Brazil,12.56,-12.93,38.21,-38.35,,,11.5,40,22,,,503,165,113,4.8,81,,,,,,,,80.3,46.8,,1,,1,,1,,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
727,Attalea,oleifera,,A. burretiana,F,Bondar,24,Brazil,12.56,-12.93,38.21,-38.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Attalea,oleifera,,A. burretiana,F,Noblick,4594,Brazil,15.07,-15.11,40.06,-40.1,350,,6,50,22,,4,664,185,,,172,62,,,,,12.5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
729,Attalea,oleifera,,A. burretiana,F,Noblick,4584,Brazil,12.59,-12.98,38.31,-38.51,,,5,37,20,,,,,,,,80,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Attalea,oleifera,,A. burretiana,F,Noblick,4589,Brazil,13.03,-13.05,39.36,-39.6,350,,1.5,40,17,,3.5,529,191,,,120,50,,,,,,,86,49.9,3,1,,1,,1,,2,,1,,,,,,,,,,,,,,,2,2,,,,,,,,,
731,Attalea,oleifera,,A. burretiana,F,Lima,162,Brazil,14.09,-14.15,39.22,-39.36,,,,,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Attalea,oleifera,,A. burretiana,F,Noblick,4582,Brazil,12.59,-12.98,38.31,-38.51,,,3,40,12,,4,657,174,,,,,,265,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Attalea,oleifera,,A. burretiana,F,Noblick,4596,Brazil,15.17,-15.28,39.3,-39.5,350,,8.5,42,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
734,Attalea,oleifera,,A. burretiana,F,Noblick,4587,Brazil,14.09,-14.15,39.22,-39.36,,,7,40,,,,,,,,,,,,,,,,97.7,65.6,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
735,Attalea,oleifera,,A. burretiana,F,Noblick,3810,Brazil,12.56,-12.93,39.1,-39.16,,,15,37,12,,1.5,560,163,,,,20,13.5,300,17.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Attalea,oleifera,,A. concentrista,F,Bondar,,Brazil,12.44,-12.73,39.25,-39.41,,,,,,,,,,,,,,,,18.9,6,,,,,,,,,,,,,,,,,,1,2,2,1,1,3,1,,,,,,,,,,,,,,,
768,Attalea,oleifera,,A. oleifera,F,Lima,65,Brazil,6.45,-6.75,35.37,-35.61,,,,,,,,,,,,,,14.5,,14.9,7,,,,,,,,,,1,,,,,2,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
111,Attalea,phalerata,,S. phalerata,NY,Glassman,13092,Brazil,17.5,-17.83,54.42,-54.7,,,,,,,,,,,,,,12.5,,8.4,6,,,,,,,,,,,,,,,1,1,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
688,Attalea,phalerata,,S. phalerata,MO,Glassman,13089,Brazil,17.52,-17.86,54.35,-54.58,,,,,,,,,,,,,,8,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Attalea,phalerata,,S. princeps,F,Krapovickas,32178,Bolivia,16.14,-16.23,62.14,-62.23,600,,,,,,,,,,,,,6,,6.5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Attalea,phalerata,,S. princeps,F,Hatschbach,66756,Brazil,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Attalea,phalerata,,S. princeps,F,Glassman,13063,Brazil,16.24,-16.4,49.13,-49.21,,,,,,,,,,,,,,9.2,,7.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Attalea,phalerata,,S. princeps,F,Glassman,13064,Brazil,16.24,-16.4,49.13,-49.21,,,,,,,,,,,,,,,,,,6,,54.3,31.9,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
43,Attalea,phalerata,,S. princeps,NY,Alexiades,269,Peru,12.5,-12.83,69.17,-69.28,260,15,,34,,,,,104,,2.8,,,,,,,,,,,,1,,,,2,3,1,,1,,1,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
71,Attalea,phalerata,,S. princeps,NY,Anon,66,Bolivia,11.26,-11.43,69.08,-69.13,240,,5,38,17,,0,,185,110,,,,15,,8.2,6,,,,,,1,,1,,,3,,,,1,1,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
83,Attalea,phalerata,,S. princeps,NY,Nee,31605,Bolivia,12.26,-12.43,68.3,-68.5,140,,4,,15,,,,,,3.3,,,9.5,,7.1,6,,,,,,1,,,,2,3,1,2,,1,1,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
84,Attalea,phalerata,,S. princeps,NY,Nee,31889,Bolivia,10.32,-10.53,65.35,-65.58,125,,4,,16,,,500,205,,,,,,,,,,,67.9,34.9,,1,,,,2,3,1,2,,,,,,,,,,,,,1,2,,2,2,,,,,1,,,,
86,Attalea,phalerata,,S. princeps,NY,Nee,31898,Bolivia,10.38,-10.63,65.42,-65.7,125,5,2,,18,,,,,88,2.4,,65,6.5,,7.9,6,,,70.7,36.2,,1,,,,,3,1,2,,1,1,7,2,2,2,2,1,2,1,,1,2,,2,2,,,,,1,,,,
87,Attalea,phalerata,,S. princeps,NY,Henderson,768,Bolivia,17.44,-17.73,63.11,-63.18,350,,2,40,11,,0,340,188,,,,,,,,,7.7,,,,,1,2,1,2,2,3,1,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,
95,Attalea,phalerata,,S. princeps,NY,Hopkins,173,Bolivia,15.39,-15.65,63.05,-63.08,,,3,,16,,75,,155,93,,,,11,,7.1,6,,,77.6,35.9,5,1,,2,,2,,1,,,1,1,7,2,2,2,2,1,2,1,,1,2,,2,2,,,,,1,,,2,
96,Attalea,phalerata,,S. princeps,NY,Davis,1188,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,61,37.7,3,,,,,2,,1,2,,,,,,,,,,,,,1,2,,2,2,,,,,1,,,,
97,Attalea,phalerata,,S. princeps,NY,Nee,35453,Bolivia,17.35,-17.58,63.37,-63.61,375,,,,20,,,,,112,3.6,,,,,,,,,,,,,,,,2,3,1,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
99,Attalea,phalerata,,S. princeps,NY,Solomon,14790,Bolivia,14.49,-14.81,66.25,-66.41,250,,3,40,,,,,,,,,,,,,,,,54.9,28.1,,,,,,2,3,1,2,,,,,,,,,,,,,1,2,,2,2,,,,,1,,,,
100,Attalea,phalerata,,S. princeps,NY,Zardini,52420,Paraguay,22.38,-22.63,55.59,-55.98,,,,,,,,,,,,,,9,,,,6.3,,51.6,27.8,,,,,,,,,,,1,1,,,,,,,,,,1,2,,2,2,,,,,,,,,
106,Attalea,phalerata,,S. princeps,NY,Ferreira,169,Brazil,9.12,-9.2,72.14,-72.23,,10,4.5,20,13,50,30,,116,,,,50,7,348,6.3,6,,,,,,,,2,,2,,1,,,1,1,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
107,Attalea,phalerata,,S. princeps,NY,Pinard,858,Brazil,10.52,-10.86,68.16,-68.26,,,4,44,20,,90,590,199,,,,,11,,9.4,6,,,,,,1,,2,,,3,,,1,1,1,7,2,2,2,2,1,2,1,,1,2,,,,,,,,,,,,
108,Attalea,phalerata,,S. princeps,NY,Zardini,54047,Paraguay,22.07,-22.11,56.26,-56.43,,15,,,,,,,,,,,,,,,,6,,48.4,26.5,2,,,,,,3,,,,,,,,,,,,,,,1,2,,2,2,1,,1,1,1,2,1,,
,Attalea,phalerata,,S. princeps,BHCB,Noblick,4889,Brazil,19.01,-19.01,57.39,-57.65,115,,1,,22,,8.5,521,195,100,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Attalea,phalerata,,S. princeps,NY,Balick,1358,Bolivia,15.04,-15.06,64.03,-64.05,230,,10,30,,70,60,400,191,69,2.3,,,7,,7,6,,,,,,1,,2,,2,3,1,,,,,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
113,Attalea,phalerata,,S. princeps,NY,Noblick,5018,Brazil,1.35,-1.58,48.45,-48.75,6,,3.5,35,25,,0,619,191,,,95,15,9,,6.5,6,,,,,,1,,1,,2,3,1,,,1,1,7,2,2,2,2,1,2,1,,1,2,,,,,,,,,,,,
,Attalea,phalerata,,S. princeps,NY,Noblick,5308,Paraguay,22.38,-22.63,56.01,-56.01,242,,,30,20,,,524,163,102.5,2.1,,60,,,,,6.5,75,60,35,,1,,,,2,,1,2,,,,,,,,,,,,1,1,2,1,2,2,,,,,,,,,yellow-green
114,Attalea,phalerata,,S. princeps,NY,Scariot,9,Brazil,16.45,-16.75,56.5,-56.83,100,,,,,,,,,,,,,,,7.2,6,2,,56.7,33.8,4,,,,,2,,1,2,,,,,2,2,2,2,1,2,1,,1,2,1,2,2,,,,,1,,,,
115,Attalea,phalerata,,S. princeps,NY,Plowman,8541,Brazil,8.03,-8.05,50.1,-50.16,430,6,2,25,,,,,140,,,,,,,,,2.5,,,,,,,,,,,,2,,,,,,,,,,,,,1,2,,,,,,,,,,,,
116,Attalea,phalerata,,S. princeps,NY,Killeen,2212,Bolvia,16,-16,62,-62,480,,,,,,,,,,,,,,,,,,,67.6,31.7,3,,,,,,,,,,,,,,,,,,,,,1,2,,2,2,,,,,1,,,,
117,Attalea,phalerata,,S. princeps,NY,Ferreira,517,Brazil,15.3,-15.5,56.03,-56.05,,,,,20,,,,154,,,,,,,,,,,62.1,30.4,,2,,,,,,,,,,,,,,,,,,,,1,2,,2,2,,,,,,,,,
118,Attalea,phalerata,,S. princeps,NY,Fernandes,3202,Brazil,20.1,-20.16,47.41,-47.68,750,7,2,50,20,,,390,184,71.5,3.3,99,58,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,2,,,,,,,,1,,,,
119,Attalea,phalerata,,S. princeps,NY,Boom,4145,Bolivia,11.45,-11.75,66.02,-66.03,200,6,2,35,16,,,530,192,90,2.8,,120,,,,,4,,79.1,31.4,4,1,,,,2,,1,,,,,,,,,,,,,1,1,2,,2,2,,,,,1,2,,,light brown
121,Attalea,phalerata,,S. princeps,NY,Henderson,1743,Brazil,2,-2,54.04,-54.06,,,,,,,,,,,,,,,,,,,,70.3,47.4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
123,Attalea,phalerata,,S. princeps,NY,Zardini,58649,Paraguay,23.29,-23.48,58.36,-58.6,,4,,,,,,,136,,,,,,,,,2.5,,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,1,,,,
130,Attalea,phalerata,,S. princeps,NY,Zardini,53650,Paraguay,22.1,-22.16,57.31,-57.51,,15,,,,,,,,,,,,,,,,,,49.5,29.8,4,,,,,,3,,,,,,,,,,,,,,1,1,2,,2,2,,,,,1,,,,red
179,Attalea,phalerata,,S. princeps,NY,Noblick,4864,Brazil,16.4,-16.66,49.16,-49.26,750,,2.5,50,27,,0,351,197,,,,26,10,110,,,,50,63.4,30.6,,1,,1,,2,,1,,,,,,,,,,,,,,1,2,,2,2,,,,,1,,,,
379,Attalea,phalerata,,S. princeps,NY,Balick,1310,Brazil,6.16,-6.26,47.15,-47.25,,4,,45,22,,0,402,157,,2.7,135,,10,,7.9,6,,,,,,1,,1,,2,3,1,,,1,1,7,2,2,2,2,1,2,1,,1,2,,,,,,,,,,,,
380,Attalea,phalerata,,S. princeps,NY,Lleras,2067,Brazil,11.46,-11.76,50.02,-50.03,,,,,,,,,,65.5,3.2,,,7.5,,7.2,6,,,,,,,,,,2,3,,2,,1,1,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
381,Attalea,phalerata,,S. princeps,NY,Sperling,6548,Bolivia,11.53,-11.88,68.39,-68.65,,,9,40,,,,,,111,4.3,,,,,,,,,71.4,33.4,,1,,2,,,,1,2,,,,,,,,,,,,,1,2,,2,2,,,,,1,,,,
397,Attalea,phalerata,,S. princeps,NY,Prance,59372,Brazil,14,-14,52,-52,,4,,,,,,,150,,,,,,,,,,,49.9,24.2,3,,,,,,,,,,,,,,,,,,,,,1,2,,2,2,,,,,1,,,,brown
504,Attalea,phalerata,,S. princeps,K,Philcox,4052,Brazil,,,,,,,,,,,,,,,,,,,,,,,,52.6,28.8,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,1,,,,
516,Attalea,phalerata,,S. princeps,NY,Torke,631,Bolivia,12.56,-12.93,67.47,-67.78,188,7,,35,,,,,,,,,,8.2,,6,6,,,,,,1,,,,,3,,2,,1,1,7,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
554,Attalea,phalerata,,S. princeps,BH,Krapovickas,31543,Bolivia,17.13,-17.21,63.12,-63.2,,,,,,,,,,,,,,,,,,,,67,36.4,,,,,,2,,1,,,,,,,,,,,,,,1,2,,2,2,,,,,,,,,
617,Attalea,phalerata,,S. princeps,US,Beck,2640,Bolivia,13.49,-13.81,66.12,-66.2,200,,,,,,,,,,,,,,,,,,,60.8,31.9,,,,,,2,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
650,Attalea,phalerata,,S. princeps,MO,Gentry,75540,Bolivia,14.38,-14.63,60.42,-60.7,280,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Attalea,phalerata,,S. princeps,MO,Gentry,69344,Peru,12.35,-12.58,69.05,-69.08,200,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,
692,Attalea,phalerata,,S. princeps,MO,Balee,5057,Bolivia,14.48,-14.8,64.24,-64.4,,,,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Attalea,phalerata,,S. princeps,MO,Schinini,20668,Paraguay,22.05,-22.08,56.32,-56.53,,,1,,,,,,,,,,,,,,,,,50.2,24.3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
827,Attalea,phalerata,,S. princeps,MO,Gentry,43720,Peru,11.52,-11.86,71.22,-71.33,400,,,,,,,,,,,,,6.5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Attalea,phalerata,,S. weberbauerii,NY,Killip,25141,Peru,10.56,-10.93,75.13,-75.21,600,,,,,,,,,,4.9,,,7.5,,,6,,,,,,,,,,2,,,,,1,1,7,2,2,2,2,1,2,1,,,,,,,,,,,1,,,,
770,Attalea,pindobassu,,A. pindobassu,F,Noblick,4603,Brazil,10.44,-10.7,40.21,-40.35,375,,5,35,17,,95,585,161,,,170,,17,,17,10,,,78,47.9,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
