taxonID,verbatimScientificName,scientificNameGBIF,scientificNameTPL,scientificNameWCVP,verbatimInfraspecificEpithet,kingdom,phylum,class,order,family,genus,originalNameUsage,morphotype,verbatimTaxonRank,GBIFID,TPLID,WCVPID
90,Calamus acanthophyllus,Calamus acanthophyllus,Calamus acanthophyllus,Calamus acanthophyllus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acanthophyllus,pistillate,Indo-Burma flagellate,http://www.gbif.org/species/5294215,http://www.theplantlist.org/tpl1.1/record/kew-29334,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664948-1
91,Calamus acanthophyllus,Calamus acanthophyllus,Calamus acanthophyllus,Calamus acanthophyllus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acanthophyllus,sterile,Indo-Burma flagellate,http://www.gbif.org/species/5294215,http://www.theplantlist.org/tpl1.1/record/kew-29334,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664948-1
92,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acanthospathus,staminate,Indo-Burma flagellate,http://www.gbif.org/species/5294271,http://www.theplantlist.org/tpl1.1/record/kew-29336,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664950-1
93,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acanthospathus,sterile,Indo-Burma flagellate,http://www.gbif.org/species/5294271,http://www.theplantlist.org/tpl1.1/record/kew-29336,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664950-1
94,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acanthospathus,pistillate,Indo-Burma flagellate,http://www.gbif.org/species/5294271,http://www.theplantlist.org/tpl1.1/record/kew-29336,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664950-1
95,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,Calamus acanthospathus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acanthospathus,pist/stam,Indo-Burma flagellate,http://www.gbif.org/species/5294271,http://www.theplantlist.org/tpl1.1/record/kew-29336,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664950-1
96,Calamus acaulis,Calamus acaulis,Calamus acaulis,Calamus acaulis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acaulis,staminate,Indo-Burma flagellate,http://www.gbif.org/species/5528675,http://www.theplantlist.org/tpl1.1/record/kew-456765,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60450755-2
97,Calamus acaulis,Calamus acaulis,Calamus acaulis,Calamus acaulis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. acaulis,pistillate,Indo-Burma flagellate,http://www.gbif.org/species/5528675,http://www.theplantlist.org/tpl1.1/record/kew-456765,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60450755-2
98,Calamus adspersus,Calamus adspersus,Calamus adspersus,Calamus adspersus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. adspersus,staminate,C. adspersus,http://www.gbif.org/species/5294467,http://www.theplantlist.org/tpl1.1/record/kew-29340,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664954-1
99,Calamus adspersus,Calamus adspersus,Calamus adspersus,Calamus adspersus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. adspersus,pistillate,C. adspersus,http://www.gbif.org/species/5294467,http://www.theplantlist.org/tpl1.1/record/kew-29340,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664954-1
100,Calamus adspersus,Calamus adspersus,Calamus adspersus,Calamus adspersus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. adspersus,sterile,C. adspersus,http://www.gbif.org/species/5294467,http://www.theplantlist.org/tpl1.1/record/kew-29340,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664954-1
101,Calamus aidae,Calamus aidae,Calamus aidae,Calamus aidae,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. aidae,pistillate,C. aidae,http://www.gbif.org/species/5294565,http://www.theplantlist.org/tpl1.1/record/kew-29342,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:937041-1
102,Calamus albidus,Calamus albidus,Calamus albidus,Calamus albidus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. albidus,pistillate,C. longisetus,http://www.gbif.org/species/5294568,http://www.theplantlist.org/tpl1.1/record/kew-374583,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60447944-2
103,Calamus altiscandens,Calamus altiscandens,Calamus altiscandens,Calamus altiscandens,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. altiscandens,pistillate,Sahul flagellate,http://www.gbif.org/species/5294462,http://www.theplantlist.org/tpl1.1/record/kew-29345,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664958-1
104,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. andamanicus,pistillate,C. erinaceus,http://www.gbif.org/species/5294061,http://www.theplantlist.org/tpl1.1/record/kew-29352,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664965-1
105,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. andamanicus,sterile,C. erinaceus,http://www.gbif.org/species/5294061,http://www.theplantlist.org/tpl1.1/record/kew-29352,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664965-1
106,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. andamanicus,staminate,C. erinaceus,http://www.gbif.org/species/5294061,http://www.theplantlist.org/tpl1.1/record/kew-29352,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664965-1
107,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. andamanicus,pist/stam,C. erinaceus,http://www.gbif.org/species/5294061,http://www.theplantlist.org/tpl1.1/record/kew-29352,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664965-1
108,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,Calamus andamanicus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. semierectus,pistillate,C. erinaceus,http://www.gbif.org/species/5294061,http://www.theplantlist.org/tpl1.1/record/kew-29352,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664965-1
109,Calamus anomalus,Calamus anomalus,Calamus anomalus,Calamus anomalus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. anomalus,pistillate,Sahul flagellate,http://www.gbif.org/species/5294158,http://www.theplantlist.org/tpl1.1/record/kew-29354,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664967-1
110,Calamus anomalus,Calamus anomalus,Calamus anomalus,Calamus anomalus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. anomalus,sterile,Sahul flagellate,http://www.gbif.org/species/5294158,http://www.theplantlist.org/tpl1.1/record/kew-29354,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664967-1
111,Calamus anomalus,Calamus anomalus,Calamus anomalus,Calamus anomalus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. anomalus,staminate,Sahul flagellate,http://www.gbif.org/species/5294158,http://www.theplantlist.org/tpl1.1/record/kew-29354,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664967-1
112,Calamus applanatus,,,,"",,,,,,Calamus,D. applanata,sterile,Piptospatha,,,
113,Calamus applanatus,,,,"",,,,,,Calamus,D. applanata,staminate,Piptospatha,,,
114,Calamus applanatus,,,,"",,,,,,Calamus,D. applanata,?,Piptospatha,,,
115,Calamus applanatus,,,,"",,,,,,Calamus,D. applanata,pistillate,Piptospatha,,,
116,Calamus arborescens,Calamus arborescens,Calamus arborescens,Calamus arborescens,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arborescens,pistillate,C. longisetus,http://www.gbif.org/species/5294465,http://www.theplantlist.org/tpl1.1/record/kew-29356,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664969-1
117,Calamus arborescens,Calamus arborescens,Calamus arborescens,Calamus arborescens,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arborescens,staminate,C. longisetus,http://www.gbif.org/species/5294465,http://www.theplantlist.org/tpl1.1/record/kew-29356,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664969-1
118,Calamus arborescens,Calamus arborescens,Calamus arborescens,Calamus arborescens,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arborescens,pist/stam,C. longisetus,http://www.gbif.org/species/5294465,http://www.theplantlist.org/tpl1.1/record/kew-29356,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664969-1
119,Calamus aruensis,Calamus aruensis,Calamus aruensis,Calamus aruensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. aruensis,staminate,C. adspersus,http://www.gbif.org/species/5293998,http://www.theplantlist.org/tpl1.1/record/kew-29359,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664971-1
120,Calamus aruensis,Calamus aruensis,Calamus aruensis,Calamus aruensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. aruensis,pistillate,C. adspersus,http://www.gbif.org/species/5293998,http://www.theplantlist.org/tpl1.1/record/kew-29359,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664971-1
121,Calamus aruensis,Calamus aruensis,Calamus aruensis,Calamus aruensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. aruensis,sterile,C. adspersus,http://www.gbif.org/species/5293998,http://www.theplantlist.org/tpl1.1/record/kew-29359,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664971-1
122,Calamus aruensis,Calamus aruensis,Calamus aruensis,Calamus aruensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. aruensis,?,C. adspersus,http://www.gbif.org/species/5293998,http://www.theplantlist.org/tpl1.1/record/kew-29359,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664971-1
123,Calamus arugda,Calamus arugda,Calamus arugda,Calamus arugda,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arugda,pistillate,Philippine cirrate,http://www.gbif.org/species/5294068,http://www.theplantlist.org/tpl1.1/record/kew-29360,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664973-1
124,Calamus arugda,Calamus arugda,Calamus arugda,Calamus arugda,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. arugda,staminate,Philippine cirrate,http://www.gbif.org/species/5294068,http://www.theplantlist.org/tpl1.1/record/kew-29360,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664973-1
125,Calamus ashtonii,Calamus ashtonii,Calamus ashtonii,Calamus ashtonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. ashtonii,staminate,C. acanthochlamys,http://www.gbif.org/species/5294070,http://www.theplantlist.org/tpl1.1/record/kew-29361,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664974-1
126,Calamus ashtonii,Calamus ashtonii,Calamus ashtonii,Calamus ashtonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. ashtonii,pistillate,C. acanthochlamys,http://www.gbif.org/species/5294070,http://www.theplantlist.org/tpl1.1/record/kew-29361,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664974-1
127,Calamus ashtonii,Calamus ashtonii,Calamus ashtonii,Calamus ashtonii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. ashtonii,pist/stam,C. acanthochlamys,http://www.gbif.org/species/5294070,http://www.theplantlist.org/tpl1.1/record/kew-29361,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664974-1
128,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. benkulensis,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294385,http://www.theplantlist.org/tpl1.1/record/kew-29362,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664975-1
129,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. asperrimus,sterile,Sundaland cirrate,http://www.gbif.org/species/5294385,http://www.theplantlist.org/tpl1.1/record/kew-29362,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664975-1
130,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. benkulensis,staminate,Sundaland cirrate,http://www.gbif.org/species/5294385,http://www.theplantlist.org/tpl1.1/record/kew-29362,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664975-1
131,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. asperrimus,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294385,http://www.theplantlist.org/tpl1.1/record/kew-29362,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664975-1
132,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. asperrimus,staminate,Sundaland cirrate,http://www.gbif.org/species/5294385,http://www.theplantlist.org/tpl1.1/record/kew-29362,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664975-1
133,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,Calamus asperrimus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. benkulensis,sterile,Sundaland cirrate,http://www.gbif.org/species/5294385,http://www.theplantlist.org/tpl1.1/record/kew-29362,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664975-1
134,Calamus asteracanthus,Calamus asteracanthus,,Calamus asteracanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. asteracantha,pistillate,Piptospatha,http://www.gbif.org/species/9594801,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145178-1
135,Calamus asteracanthus,Calamus asteracanthus,,Calamus asteracanthus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. asteracantha,sterile,Piptospatha,http://www.gbif.org/species/9594801,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145178-1
136,Calamus ater,Calamus ater,Calamus faberi,Calamus ater,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. atra,pistillate,Piptospatha,http://www.gbif.org/species/9636591,http://www.theplantlist.org/tpl1.1/record/kew-29503,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145180-1
137,Calamus ater,Calamus ater,Calamus faberi,Calamus ater,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. atra,staminate,Piptospatha,http://www.gbif.org/species/9636591,http://www.theplantlist.org/tpl1.1/record/kew-29503,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145180-1
138,Calamus ater,Calamus ater,Calamus faberi,Calamus ater,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,D. atra,sterile,Piptospatha,http://www.gbif.org/species/9636591,http://www.theplantlist.org/tpl1.1/record/kew-29503,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77145180-1
139,Calamus australis,Calamus australis,Calamus australis,Calamus australis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. australis,pistillate,Sahul flagellate,http://www.gbif.org/species/5294071,http://www.theplantlist.org/tpl1.1/record/kew-29364,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664978-1
140,Calamus australis,Calamus australis,Calamus australis,Calamus australis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. australis,pist/stam,Sahul flagellate,http://www.gbif.org/species/5294071,http://www.theplantlist.org/tpl1.1/record/kew-29364,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664978-1
141,Calamus australis,Calamus australis,Calamus australis,Calamus australis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. australis,staminate,Sahul flagellate,http://www.gbif.org/species/5294071,http://www.theplantlist.org/tpl1.1/record/kew-29364,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664978-1
142,Calamus australis,Calamus australis,Calamus australis,Calamus australis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. australis,sterile,Sahul flagellate,http://www.gbif.org/species/5294071,http://www.theplantlist.org/tpl1.1/record/kew-29364,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664978-1
143,Calamus axillaris,Calamus axillaris,Calamus axillaris,Calamus axillaris,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. axillaris,staminate,Sundaland cirrate,http://www.gbif.org/species/5294520,http://www.theplantlist.org/tpl1.1/record/kew-29366,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298741-1
144,Calamus axillaris,Calamus axillaris,Calamus axillaris,Calamus axillaris,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. axillaris,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294520,http://www.theplantlist.org/tpl1.1/record/kew-29366,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298741-1
145,Calamus axillaris,Calamus axillaris,Calamus axillaris,Calamus axillaris,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. axillaris,sterile,Sundaland cirrate,http://www.gbif.org/species/5294520,http://www.theplantlist.org/tpl1.1/record/kew-29366,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298741-1
146,Calamus axillaris,Calamus axillaris,Calamus axillaris,Calamus axillaris,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. palembanicus,pistillate,Sundaland cirrate,http://www.gbif.org/species/5294520,http://www.theplantlist.org/tpl1.1/record/kew-29366,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298741-1
147,Calamus bacularis,Calamus bacularis,Calamus bacularis,Calamus bacularis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. bacularis,staminate,C. acanthochlamys,http://www.gbif.org/species/5294075,http://www.theplantlist.org/tpl1.1/record/kew-29367,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664980-1
148,Calamus bacularis,Calamus bacularis,Calamus bacularis,Calamus bacularis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. bacularis,pistillate,C. acanthochlamys,http://www.gbif.org/species/5294075,http://www.theplantlist.org/tpl1.1/record/kew-29367,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:664980-1
149,Calamus badius,Calamus badius,,Calamus badius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. badius,staminate,Sahul flagellate,http://www.gbif.org/species/9074856,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140288-1
150,Calamus badius,Calamus badius,,Calamus badius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. badius,pistillate,Sahul flagellate,http://www.gbif.org/species/9074856,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140288-1
151,Calamus badius,Calamus badius,,Calamus badius,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. badius,sterile,Sahul flagellate,http://www.gbif.org/species/9074856,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77140288-1
152,Calamus baiyerensis,Calamus balerensis,,Calamus baiyerensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,C. baiyerensis,staminate,Sahul flagellate,http://www.gbif.org/species/5293986,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162482-1
